"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000285471.1",33.4100239245139,0.000564452071492951,0.109539971188741,0.983942512689715,NA
"ENSG00000242100.2",23.5915382530237,-0.000383149409036743,0.110274109290356,0.984003360785485,NA
"ENSG00000243396.1",5.99547818597892,-0.00018787923417787,0.112079316862759,0.984008361322917,NA
"ENSG00000162746.14",7.5700637216937,-0.000219707543965623,0.111854427880308,0.984017916385184,NA
"ENSG00000118369.13",126.254691241431,-0.000825132870643067,0.102408622887661,0.984030009537373,0.998236520328226
"ENSG00000237923.1",21.5125432952349,0.000488789443108852,0.110447734402749,0.984055777021155,NA
"ENSG00000279452.1",60.8896403429192,0.000824413036277046,0.107087198460857,0.984100464651217,0.998249880494331
"ENSG00000264346.1",6.8757008326443,0.000273512758358571,0.111964861962769,0.984310962456527,NA
"ENSG00000159217.10",9.94224255945062,0.000342385494692204,0.111576711132771,0.984324520796442,NA
"ENSG00000233922.3",9.94224255945062,0.000342385494692204,0.111576711132771,0.984324520796442,NA
"ENSG00000274666.1",9.94224255945062,0.000342385494692204,0.111576711132771,0.984324520796442,NA
"ENSG00000024862.18",132.676492065571,0.000868066140028456,0.102725826050315,0.98437154065695,0.998372340490319
"ENSG00000250007.7",2.87546381855371,-0.000137114907285125,0.112303877173733,0.984395954211918,NA
"ENSG00000255327.1",2.87546381855371,-0.000137114907285125,0.112303877173733,0.984395954211918,NA
"ENSG00000255972.1",2.87546381855371,-0.000137114907285125,0.112303877173733,0.984395954211918,NA
"ENSG00000257520.2",2.87546381855371,-0.000137114907285125,0.112303877173733,0.984395954211918,NA
"ENSG00000180532.11",2.63278935215521,-0.000131476610153831,0.112354057767841,0.984506898292993,NA
"ENSG00000265095.1",2.63278935215521,-0.000131476610153831,0.112354057767841,0.984506898292993,NA
"ENSG00000271369.1",2.63278935215521,-0.000131476610153831,0.112354057767841,0.984506898292993,NA
"ENSG00000113205.5",2.96259696931872,0.0001950535837749,0.112297691629416,0.984537705292958,NA
"ENSG00000163216.7",2.96259696931872,0.0001950535837749,0.112297691629416,0.984537705292958,NA
"ENSG00000178222.13",2.96259696931872,0.0001950535837749,0.112297691629416,0.984537705292958,NA
"ENSG00000201957.1",2.96259696931872,0.0001950535837749,0.112297691629416,0.984537705292958,NA
"ENSG00000202513.1",2.96259696931872,0.0001950535837749,0.112297691629416,0.984537705292958,NA
"ENSG00000226516.7",2.96259696931872,0.0001950535837749,0.112297691629416,0.984537705292958,NA
"ENSG00000233383.1",2.96259696931872,0.0001950535837749,0.112297691629416,0.984537705292958,NA
"ENSG00000243550.3",2.96259696931872,0.0001950535837749,0.112297691629416,0.984537705292958,NA
