Geneid	control_1	control_2	SRRM2depl_1	SRRM2depl_2	SONdepl_1	SONdepl_2	doubledepl_1	doubledepl_2
ENSG00000228140.1	14	4	6	6	8	8	5	0
ENSG00000142634.12	718	546	570	867	842	508	723	626
ENSG00000162438.11	5	12	6	10	27	16	20	16
ENSG00000142615.7	14	8	4	6	8	8	4	1
ENSG00000215704.9	82	66	62	108	84	55	59	54
ENSG00000132906.17	424	413	255	405	353	259	225	222
ENSG00000116138.12	1637	1374	1375	1781	1452	991	1153	1158
ENSG00000251866.1	0	0	0	0	0	0	0	0
ENSG00000272510.1	0	0	0	0	0	0	0	0
ENSG00000116771.5	0	0	0	0	0	0	0	0
ENSG00000237301.1	2	0	2	4	0	0	6	0
ENSG00000235084.3	0	0	0	0	0	0	0	0
ENSG00000252417.1	0	0	0	0	0	0	0	0
ENSG00000236500.1	0	0	0	2	0	0	0	0
ENSG00000197312.11	2789	2069	2144	3020	2146	1503	1968	1988
ENSG00000215695.1	0	0	0	0	0	0	0	0
ENSG00000271742.1	2	3	0	0	2	1	0	0
ENSG00000116786.12	1097	808	882	1264	1027	753	849	808
ENSG00000237938.5	4	12	12	10	13	9	16	0
ENSG00000162461.7	15	4	3	10	10	16	15	25
ENSG00000224459.1	3	0	3	0	2	0	6	0
ENSG00000162460.6	0	0	0	0	0	0	0	0
ENSG00000162458.12	182	152	151	248	210	137	229	222
ENSG00000224321.1	11	6	20	17	14	14	25	31
ENSG00000233954.6	22	12	9	16	38	26	12	8
ENSG00000178715.8	0	2	0	0	0	0	3	0
ENSG00000179743.4	184	204	137	206	238	110	152	173
ENSG00000065526.10	10048	7712	8780	12701	10817	8446	10153	10299
ENSG00000270620.1	0	0	0	0	0	0	0	0
ENSG00000116809.11	1229	867	776	1258	1057	777	1010	953
ENSG00000234607.2	0	0	0	0	0	0	0	0
ENSG00000231353.1	0	0	0	0	0	0	0	0
ENSG00000275503.1	0	0	0	0	0	0	0	0
ENSG00000224966.4	0	0	0	0	0	0	0	0
ENSG00000183888.4	0	0	0	0	0	0	0	0
ENSG00000233078.1	0	0	0	0	0	0	0	0
ENSG00000173641.17	4	2	4	0	6	2	1	1
ENSG00000186510.11	4	7	3	2	7	3	12	2
ENSG00000232456.1	4	10	6	2	13	8	6	5
ENSG00000184908.17	38	38	37	68	83	72	97	101
ENSG00000185519.8	130	138	114	177	161	86	173	124
ENSG00000142627.12	7452	5719	4964	8176	6118	4370	6329	5924
ENSG00000227959.1	49	19	29	31	45	21	49	38
ENSG00000224621.1	54	33	27	52	40	36	52	50
ENSG00000234166.1	0	0	0	0	0	0	0	0
ENSG00000142632.16	507	496	412	589	422	281	261	268
ENSG00000237276.8	43	34	57	59	51	30	36	26
ENSG00000132881.11	31	18	14	35	16	14	14	26
ENSG00000233929.1	5	2	0	3	1	2	0	0
ENSG00000037637.10	6608	4819	5255	7297	5572	4242	5449	5254
ENSG00000055070.16	2279	1533	1614	2357	2123	1282	1857	1827
ENSG00000226457.1	0	0	0	0	0	0	0	0
ENSG00000187144.11	254	127	192	302	212	146	210	182
ENSG00000157191.19	681	575	554	848	623	382	522	482
ENSG00000226029.1	227	220	169	314	225	150	193	152
ENSG00000080947.14	765	704	559	873	564	394	508	437
ENSG00000206652.1	290	213	287	388	489	209	293	418
ENSG00000261135.1	13	10	1	10	16	1	3	3
ENSG00000285853.1	2	2	4	4	8	3	1	2
ENSG00000224174.2	0	0	0	0	0	0	0	0
ENSG00000233421.4	98	80	58	122	162	52	112	136
ENSG00000277344.1	0	0	0	0	0	0	0	0
ENSG00000225710.1	12	4	6	10	12	2	8	10
ENSG00000219481.10	1364	967	886	1182	1030	668	946	840
ENSG00000271732.1	78	44	34	61	30	26	35	36
ENSG00000215908.10	1894	1545	1369	2036	1623	1107	1465	1370
ENSG00000283773.1	0	0	0	0	0	0	0	0
ENSG00000186301.8	0	0	0	0	0	0	0	0
ENSG00000282143.1	66	28	66	86	109	56	75	91
ENSG00000207513.1	0	0	0	0	0	0	0	0
ENSG00000280114.1	81	82	61	93	80	49	55	50
ENSG00000236698.1	0	0	0	0	0	0	0	0
ENSG00000268869.5	48	57	39	66	45	33	52	47
ENSG00000279151.1	0	0	0	0	0	0	0	0
ENSG00000282740.1	0	0	0	0	0	0	0	0
ENSG00000058453.16	1298	1057	1072	1579	1894	970	1416	1358
ENSG00000227684.2	0	0	0	0	0	0	0	0
ENSG00000207389.1	0	0	0	0	0	0	0	0
ENSG00000186715.11	0	0	0	0	0	0	0	0
ENSG00000223643.6	0	0	0	0	0	0	0	0
ENSG00000230239.1	0	0	0	0	0	0	0	0
ENSG00000263811.1	0	0	0	0	0	0	0	0
ENSG00000228549.3	0	0	0	0	0	0	0	0
ENSG00000277234.1	0	0	0	0	0	0	0	0
ENSG00000238142.1	0	0	0	0	0	0	0	0
ENSG00000235241.1	0	0	0	0	0	0	0	0
ENSG00000207005.1	0	0	0	0	0	0	0	0
ENSG00000272426.1	0	0	0	0	0	0	0	0
ENSG00000117122.13	91	75	63	98	95	48	42	51
ENSG00000226526.1	10	8	12	22	12	6	25	20
ENSG00000159363.17	47	40	28	65	34	22	38	25
ENSG00000117118.9	1966	1577	1595	2255	1894	1261	1594	1636
ENSG00000117115.12	44	58	50	76	76	42	38	54
ENSG00000204362.6	4	8	0	12	20	10	16	18
ENSG00000282843.1	36	18	24	40	32	26	34	38
ENSG00000142623.10	266	190	182	378	660	306	456	514
ENSG00000142619.4	28	17	14	42	6	10	24	14
ENSG00000266634.1	0	0	0	0	0	0	0	0
ENSG00000159339.13	27	24	22	32	64	44	34	36
ENSG00000276747.1	6	0	2	4	10	6	9	6
ENSG00000227751.1	0	0	0	0	0	0	0	0
ENSG00000179051.13	5664	4560	4259	6018	5658	3786	4871	4618
ENSG00000074964.16	2954	2489	1999	2990	2382	1682	2294	2081
ENSG00000236648.1	4	4	2	2	2	0	8	2
ENSG00000117148.7	2	0	2	0	4	0	4	4
ENSG00000284653.1	2	0	0	0	0	0	0	0
ENSG00000261781.1	0	0	0	0	0	0	0	0
ENSG00000117154.11	22	8	6	14	20	8	12	16
ENSG00000280222.1	0	0	0	0	0	0	0	0
ENSG00000230035.2	0	0	0	0	0	0	0	0
ENSG00000225387.1	0	0	0	0	0	0	0	2
ENSG00000179023.8	8	14	6	6	8	6	0	6
ENSG00000235282.3	0	0	2	0	0	0	0	0
ENSG00000225478.2	0	0	0	0	0	0	0	0
ENSG00000009709.11	0	6	2	2	18	6	6	10
ENSG00000179002.5	2	0	0	0	6	0	2	2
ENSG00000255275.3	36	32	36	39	57	10	29	24
ENSG00000159423.16	0	0	0	0	0	0	0	0
ENSG00000265606.1	0	0	0	0	0	0	0	0
ENSG00000221662.1	0	0	0	0	0	0	0	0
ENSG00000169991.10	1264	869	850	1268	1041	757	984	923
ENSG00000272084.1	75	38	53	62	73	33	50	51
ENSG00000127481.14	12831	9794	9736	13398	10604	8030	9633	9387
ENSG00000230424.1	666	588	503	665	666	499	613	515
ENSG00000127463.14	483	442	366	515	530	369	427	505
ENSG00000053372.4	1045	845	915	1257	1148	730	905	907
ENSG00000211454.13	54	25	28	56	54	52	59	36
ENSG00000162482.4	61	56	39	48	63	58	82	64
ENSG00000270728.1	29	19	21	13	47	24	19	12
ENSG00000053371.12	239	188	159	226	235	130	162	147
ENSG00000200403.1	0	0	0	0	0	0	0	0
ENSG00000040487.12	278	220	191	310	273	136	204	198
ENSG00000077549.17	11844	8581	7864	11460	8995	7250	7937	7677
ENSG00000240490.3	0	0	0	0	0	0	0	0
ENSG00000173436.14	469	467	342	428	456	442	486	431
ENSG00000201609.1	0	0	0	0	0	0	0	0
ENSG00000235185.1	0	0	0	0	0	0	0	0
ENSG00000158747.14	37	49	43	69	70	16	33	57
ENSG00000270136.6	0	0	0	0	0	0	0	0
ENSG00000226396.1	0	0	0	0	0	0	0	0
ENSG00000158748.3	45	52	36	27	46	30	40	36
ENSG00000162542.13	1097	1092	839	1166	1016	834	1009	837
ENSG00000178828.6	0	0	0	0	0	0	0	0
ENSG00000235434.1	4	0	0	0	0	2	0	0
ENSG00000169914.5	1611	1360	1390	1944	1649	1171	1423	1454
ENSG00000188784.4	1	0	2	2	8	2	6	0
ENSG00000242688.3	0	0	0	0	0	0	0	0
ENSG00000188257.11	0	0	0	0	2	0	0	0
ENSG00000127472.10	6	4	8	4	22	0	12	16
ENSG00000117215.14	0	0	0	0	0	0	0	0
ENSG00000158786.4	0	0	0	2	0	0	0	0
ENSG00000227066.1	0	0	0	0	0	0	0	0
ENSG00000187980.6	0	0	0	0	0	0	0	0
ENSG00000225986.1	0	0	0	0	0	0	0	0
ENSG00000162543.5	0	0	0	0	0	0	0	0
ENSG00000228105.1	0	0	0	0	0	0	0	0
ENSG00000284710.1	0	0	0	0	0	0	0	0
ENSG00000158816.15	2	0	0	0	0	0	0	0
ENSG00000226664.1	0	0	0	0	0	0	0	0
ENSG00000236963.6	6	4	4	6	8	6	6	4
ENSG00000226487.1	0	0	0	0	0	0	0	0
ENSG00000284641.1	0	2	2	4	0	0	0	2
ENSG00000284743.1	0	3	2	2	4	6	6	0
ENSG00000162545.5	114	126	82	166	164	62	111	120
ENSG00000090432.6	586	425	417	553	642	382	533	567
ENSG00000215520.3	0	0	2	0	0	0	0	0
ENSG00000183114.7	0	2	0	0	0	0	2	0
ENSG00000158825.5	430	347	304	519	378	226	259	281
ENSG00000158828.7	80	78	70	112	66	54	63	56
ENSG00000284005.1	0	0	0	0	0	0	0	0
ENSG00000117242.7	14	8	20	22	13	4	3	16
ENSG00000244038.9	1099	1002	943	1371	1329	756	971	990
ENSG00000117245.12	120	156	131	214	414	242	454	413
ENSG00000235432.1	0	0	0	0	0	0	0	0
ENSG00000189410.11	108	98	106	129	155	108	210	159
ENSG00000233069.1	14	17	18	38	36	24	34	31
ENSG00000127483.17	5356	4287	4159	5830	5404	3563	4413	4419
ENSG00000075151.20	29808	22870	27292	36532	25376	21164	28995	26731
ENSG00000251914.1	0	0	0	0	0	0	0	0
ENSG00000221808.1	0	0	0	0	0	0	0	0
ENSG00000233072.1	0	0	0	0	0	0	0	0
ENSG00000236073.2	0	0	0	0	0	0	0	0
ENSG00000235112.1	0	0	0	0	0	0	0	0
ENSG00000117298.15	4816	3936	3918	5963	4503	3310	4417	4249
ENSG00000236936.1	0	0	0	0	0	0	0	0
ENSG00000231105.1	0	0	0	0	0	0	0	0
ENSG00000236216.5	0	0	0	0	0	0	0	0
ENSG00000228823.1	0	0	0	0	0	0	0	0
ENSG00000236009.1	0	0	0	0	0	0	0	0
ENSG00000227001.3	22	4	4	6	4	11	0	5
ENSG00000187952.9	0	0	0	0	0	2	0	0
ENSG00000186543.7	0	0	0	0	0	0	0	0
ENSG00000142794.18	846	646	598	869	709	458	515	532
ENSG00000176378.8	0	0	0	0	0	0	0	0
ENSG00000162551.13	20	6	10	18	16	10	6	12
ENSG00000233431.1	2	6	0	4	2	1	5	4
ENSG00000076864.19	236	226	110	204	148	111	110	120
ENSG00000090686.15	5628	4389	4264	5977	4341	3335	4097	4100
ENSG00000231978.2	0	0	0	0	0	0	0	0
ENSG00000187942.11	54	20	46	40	46	44	68	54
ENSG00000142798.19	1202	1201	867	1178	898	698	877	765
ENSG00000232037.3	0	0	0	0	0	0	0	0
ENSG00000283234.1	10	8	5	8	8	9	13	10
ENSG00000219073.7	0	0	0	0	0	0	2	0
ENSG00000285959.1	20	8	24	16	36	4	21	20
ENSG00000273610.1	0	0	0	0	0	0	0	0
ENSG00000201919.1	0	0	0	0	0	0	0	0
ENSG00000142789.19	0	0	0	0	0	0	0	0
ENSG00000278124.1	0	0	0	0	0	0	0	0
ENSG00000201273.1	0	0	0	0	0	0	0	0
ENSG00000228397.2	0	0	0	0	0	0	0	0
ENSG00000218510.8	0	0	0	0	0	0	0	0
ENSG00000285721.1	1908	1157	1528	2109	1507	1060	1444	1330
ENSG00000285752.1	0	0	0	0	0	0	0	0
ENSG00000285794.1	0	0	0	0	0	0	0	0
ENSG00000070831.15	0	0	0	0	0	0	0	0
ENSG00000230068.2	0	0	0	0	0	0	0	0
ENSG00000271428.1	0	0	0	0	0	0	0	0
ENSG00000162552.14	490	411	361	577	353	341	375	391
ENSG00000285873.1	116	94	76	80	42	58	54	45
ENSG00000266564.1	0	0	0	0	0	0	0	0
ENSG00000234397.3	0	0	0	0	0	0	0	0
ENSG00000279625.1	0	0	0	0	0	0	0	0
ENSG00000184677.17	3579	2456	2759	3588	2843	1901	2474	2419
ENSG00000237200.1	0	0	0	0	0	0	0	0
ENSG00000070886.11	0	22	14	20	4	2	10	4
ENSG00000276835.2	0	0	0	0	0	0	0	0
ENSG00000173372.16	0	0	0	0	0	0	0	2
ENSG00000159189.11	0	0	0	2	0	0	0	0
ENSG00000173369.15	0	0	0	0	2	0	0	0
ENSG00000133216.16	3509	3146	2457	3220	2538	2119	2553	2249
ENSG00000265422.1	0	0	0	0	0	0	0	0
ENSG00000225952.1	0	0	0	0	0	0	0	0
ENSG00000264014.1	0	0	0	0	0	0	0	0
ENSG00000215906.8	0	0	2	2	4	0	0	0
ENSG00000227868.5	4	3	6	14	10	16	16	4
ENSG00000004487.16	5	12	3	7	11	2	5	9
ENSG00000240553.1	30	15	19	39	37	13	28	22
ENSG00000263793.1	0	0	0	0	0	0	0	0
ENSG00000266802.1	0	0	0	0	0	0	0	0
ENSG00000169641.13	4341	3179	3139	4333	3348	2453	3032	2727
ENSG00000229010.1	0	0	0	0	0	0	0	0
ENSG00000206935.1	0	0	0	0	0	0	0	0
ENSG00000252578.1	0	0	0	0	0	0	0	0
ENSG00000179546.4	21	23	13	31	35	15	16	20
ENSG00000215381.3	0	0	0	0	0	0	0	0
ENSG00000261326.3	575	461	501	739	605	456	575	527
ENSG00000284726.1	440	548	383	533	464	408	411	481
ENSG00000125944.19	9423	7769	8098	10725	8635	6920	8425	7944
ENSG00000125945.14	230	188	150	182	197	102	94	124
ENSG00000249087.6	42	47	20	31	40	22	21	38
ENSG00000201405.1	0	0	0	0	0	0	0	0
ENSG00000271420.1	2	8	2	5	4	0	1	3
ENSG00000204219.10	186	114	115	184	152	116	122	114
ENSG00000232482.2	0	0	0	0	0	0	0	0
ENSG00000088280.18	528	348	298	388	250	176	184	130
ENSG00000007968.6	324	339	232	283	241	185	204	210
ENSG00000235052.1	6	8	8	2	0	1	4	0
ENSG00000117318.8	656	541	192	355	369	186	188	190
ENSG00000285802.1	2	0	0	2	4	4	2	0
ENSG00000197880.8	6	14	12	8	8	2	4	12
ENSG00000229239.2	0	0	0	2	0	0	0	1
ENSG00000142676.14	5296	4336	4600	7082	6942	3219	3802	4302
ENSG00000011007.12	1272	870	927	1365	1140	755	1045	1033
ENSG00000236810.5	584	393	411	675	552	333	473	511
ENSG00000057757.9	668	537	423	658	612	412	454	463
ENSG00000011009.10	118	150	96	175	160	74	172	143
ENSG00000117308.14	221	270	252	348	342	177	249	236
ENSG00000117305.14	563	459	405	632	613	398	551	506
ENSG00000179163.11	1045	714	686	990	994	566	656	806
ENSG00000188822.7	10	4	2	8	20	14	10	12
ENSG00000229106.1	0	0	0	0	0	0	0	0
ENSG00000232557.3	0	0	0	0	0	0	0	0
ENSG00000264926.1	0	0	0	0	0	0	0	0
ENSG00000230228.2	2	0	1	3	6	2	0	4
ENSG00000189266.12	1557	1264	1292	1657	1688	1061	1303	1210
ENSG00000188529.14	3912	3434	3562	4205	3835	2614	3201	3169
ENSG00000215905.4	0	0	0	2	0	0	0	0
ENSG00000225315.2	6	8	4	11	6	4	4	4
ENSG00000142661.18	118	88	76	86	82	38	60	52
ENSG00000230703.1	0	0	0	0	0	0	0	0
ENSG00000142677.3	138	118	120	155	56	64	102	88
ENSG00000185436.11	426	296	288	332	264	193	279	222
ENSG00000230023.2	2	0	0	0	2	0	2	0
ENSG00000232298.2	12	6	10	10	10	12	16	9
ENSG00000158055.15	53	36	36	62	61	28	55	67
ENSG00000001460.17	828	610	594	789	694	517	606	571
ENSG00000001461.16	965	923	794	1152	817	584	692	680
ENSG00000117602.11	622	432	520	700	634	339	357	375
ENSG00000264443.1	10	4	5	4	2	7	14	0
ENSG00000184454.6	60	61	50	60	56	52	52	76
ENSG00000227312.2	0	0	0	0	0	0	0	0
ENSG00000239106.1	0	0	0	0	0	0	0	0
ENSG00000133226.16	5241	4108	4409	6303	5667	3558	4794	4803
ENSG00000284699.1	12	7	6	16	4	6	2	6
ENSG00000169504.14	8238	6248	7366	10180	8551	5613	7270	7348
ENSG00000238482.1	0	0	0	0	0	0	0	0
ENSG00000020633.18	1053	870	767	1134	1028	642	829	835
ENSG00000278034.1	0	0	0	0	0	0	0	0
ENSG00000229162.1	0	0	0	0	0	0	0	0
ENSG00000261025.1	0	0	0	2	0	0	0	0
ENSG00000264371.1	0	0	0	0	1	0	0	0
ENSG00000285823.1	0	0	0	0	0	0	0	0
ENSG00000233755.1	62	56	40	86	92	44	80	58
ENSG00000233419.3	0	0	0	0	2	0	0	0
ENSG00000231953.2	0	0	0	3	0	0	0	0
ENSG00000117614.9	958	652	644	1035	977	543	639	607
ENSG00000284602.1	135	102	110	176	87	48	90	53
ENSG00000284657.1	53	21	13	27	30	8	26	16
ENSG00000117616.17	1323	1302	1006	1374	1053	678	718	783
ENSG00000272432.1	0	0	0	0	0	0	0	0
ENSG00000261349.1	0	0	0	0	0	0	0	0
ENSG00000187010.20	0	0	0	0	0	0	0	0
ENSG00000224183.1	0	0	0	0	0	0	0	0
ENSG00000259984.1	0	0	0	0	0	0	0	0
ENSG00000183726.10	1122	847	926	1248	1065	637	768	753
ENSG00000188672.18	105	168	173	236	155	120	235	212
ENSG00000238084.4	0	0	0	0	0	0	0	0
ENSG00000204178.10	2005	1519	1700	2155	1484	1036	1179	1129
ENSG00000157978.11	528	527	482	659	496	294	412	365
ENSG00000225643.1	26	33	28	31	88	30	51	35
ENSG00000117643.14	330	205	201	285	159	126	140	118
ENSG00000233478.1	0	0	0	0	0	0	0	0
ENSG00000162430.16	150	159	132	217	243	114	139	149
ENSG00000255054.3	0	0	0	0	0	0	0	0
ENSG00000228172.5	0	0	0	0	0	0	0	0
ENSG00000117640.17	431	305	273	378	378	270	361	300
ENSG00000272478.1	0	0	0	0	0	0	0	0
ENSG00000127423.10	936	665	834	1072	789	512	682	716
ENSG00000236528.1	23	12	10	42	28	10	3	9
ENSG00000182749.5	198	157	152	256	198	113	166	159
ENSG00000207302.1	0	2	0	0	0	0	0	0
ENSG00000117632.22	1043	850	737	990	1017	506	591	592
ENSG00000229786.1	0	0	0	0	0	0	0	0
ENSG00000223624.1	0	0	0	0	0	0	0	0
ENSG00000283938.1	0	0	0	0	0	0	0	0
ENSG00000158006.13	889	656	673	992	750	490	615	515
ENSG00000207237.1	0	0	0	0	0	0	0	0
ENSG00000252190.1	0	0	0	0	0	0	0	2
ENSG00000252691.1	0	0	0	0	0	0	0	0
ENSG00000158008.9	4	20	6	18	6	8	12	17
ENSG00000158014.14	6	2	2	15	6	8	12	4
ENSG00000284309.1	0	2	0	0	0	0	0	0
ENSG00000158022.6	4	0	0	0	0	0	2	0
ENSG00000175087.9	322	299	250	388	389	256	336	283
ENSG00000197245.5	0	8	6	4	4	2	2	4
ENSG00000282872.1	0	0	2	6	0	0	0	2
ENSG00000236782.7	12	20	8	22	26	9	22	32
ENSG00000142684.8	0	0	0	0	0	0	0	0
ENSG00000142675.17	174	214	140	250	312	186	205	169
ENSG00000188782.8	12	8	12	6	5	2	6	2
ENSG00000236155.6	8	12	10	28	20	19	14	18
ENSG00000278572.1	0	0	0	0	0	0	0	0
ENSG00000130695.15	2744	2060	2249	3121	2425	1701	2336	2272
ENSG00000270733.1	0	0	0	0	0	0	0	0
ENSG00000142669.14	115	83	84	170	157	90	98	74
ENSG00000158062.20	411	358	365	525	398	357	498	469
ENSG00000169442.8	8	12	19	18	14	4	25	18
ENSG00000176092.15	166	134	162	241	239	133	208	163
ENSG00000225854.2	0	0	0	0	0	0	0	0
ENSG00000176083.17	0	0	2	4	6	0	4	0
ENSG00000131914.10	18	20	25	14	41	21	61	31
ENSG00000117682.16	1287	1101	983	1428	1116	834	931	850
ENSG00000223583.1	0	0	0	0	0	0	0	0
ENSG00000225891.1	0	0	0	0	0	0	0	0
ENSG00000198830.10	883	839	730	855	1581	777	827	1056
ENSG00000224129.1	0	2	1	0	2	4	0	2
ENSG00000117676.13	950	862	653	1087	679	448	643	563
ENSG00000238705.1	0	0	0	0	0	0	0	0
ENSG00000243905.3	0	2	0	0	6	0	2	0
ENSG00000252802.1	0	0	0	0	0	0	0	0
ENSG00000252429.2	0	0	0	0	0	0	0	0
ENSG00000229247.2	0	0	0	0	0	0	0	0
ENSG00000238316.1	0	0	0	0	0	0	0	0
ENSG00000235069.2	0	0	0	0	0	0	0	0
ENSG00000260063.1	26	28	28	25	28	18	21	17
ENSG00000117713.19	13032	9943	9645	12974	9566	7718	9024	8511
ENSG00000060642.10	274	200	164	232	259	152	201	214
ENSG00000241188.3	3	2	3	2	0	0	2	1
ENSG00000204160.11	959	628	635	943	791	587	704	670
ENSG00000175793.11	231	262	140	233	416	181	209	235
ENSG00000226698.1	0	0	0	0	0	0	0	0
ENSG00000142751.14	594	476	502	739	641	467	611	581
ENSG00000198746.12	307	228	256	367	358	209	294	282
ENSG00000090273.13	2041	1546	1563	2212	2134	1452	1767	1721
ENSG00000131910.4	0	0	0	0	0	0	0	0
ENSG00000175707.8	332	241	235	358	318	233	330	320
ENSG00000172746.6	0	6	0	2	3	3	5	2
ENSG00000224064.1	1	3	3	2	5	2	2	0
ENSG00000225294.1	6	1	2	2	2	4	2	6
ENSG00000253368.3	555	551	333	494	569	280	396	404
ENSG00000158246.7	455	408	161	222	359	265	224	257
ENSG00000090020.10	2552	2260	2118	2808	2359	1968	2516	2485
ENSG00000229985.2	0	0	0	0	0	0	0	0
ENSG00000214973.3	0	0	0	0	0	0	0	0
ENSG00000225159.1	0	0	0	2	0	0	0	4
ENSG00000225990.2	0	0	0	0	0	0	0	0
ENSG00000224311.1	0	0	2	2	4	0	4	0
ENSG00000142784.15	1190	923	888	1124	805	636	741	735
ENSG00000252098.1	0	0	0	0	0	0	0	0
ENSG00000243659.1	12	8	6	9	19	9	9	5
ENSG00000186501.14	720	576	520	760	674	479	635	562
ENSG00000206888.1	0	0	0	0	0	0	0	0
ENSG00000241547.1	0	0	0	0	0	0	0	0
ENSG00000142765.17	345	399	284	565	513	262	322	396
ENSG00000142733.15	121	128	97	97	78	57	104	78
ENSG00000142748.12	6	4	2	8	6	2	2	6
ENSG00000174950.10	8	12	4	10	4	6	4	8
ENSG00000231207.1	0	2	1	4	0	0	2	2
ENSG00000181773.6	69	75	40	70	36	40	40	35
ENSG00000158195.10	7367	5388	5940	8056	6278	4543	5663	5545
ENSG00000241169.1	0	0	0	0	0	0	0	0
ENSG00000237429.1	75	37	45	91	54	32	44	35
ENSG00000126705.14	2675	2027	1912	2771	2040	1398	1941	1629
ENSG00000000938.12	5	0	2	3	8	4	6	0
ENSG00000235912.1	4	2	2	2	0	0	0	0
ENSG00000233975.1	0	0	0	4	0	0	2	0
ENSG00000126709.14	29	37	10	32	27	12	20	25
ENSG00000225886.3	0	0	2	2	2	0	0	2
ENSG00000206767.1	0	0	0	0	0	0	0	0
ENSG00000226662.2	0	0	0	0	0	0	0	0
ENSG00000207095.1	0	0	0	0	0	0	0	0
ENSG00000009780.15	410	287	264	373	333	234	296	336
ENSG00000231344.1	0	0	0	0	0	0	0	0
ENSG00000230833.1	0	0	0	0	0	0	0	0
ENSG00000117758.13	1194	1127	1026	1352	1069	821	909	897
ENSG00000269971.1	0	0	0	0	0	0	0	0
ENSG00000270031.1	0	0	0	0	0	0	0	0
ENSG00000223062.1	2	4	1	4	2	0	3	2
ENSG00000117751.17	1447	1094	1134	1736	1564	1019	1247	1346
ENSG00000252947.1	0	0	0	0	0	0	0	0
ENSG00000130775.15	119	118	100	129	78	73	88	86
ENSG00000117748.9	981	832	848	1174	948	631	839	753
ENSG00000130768.14	67	69	67	93	59	45	54	45
ENSG00000227050.1	0	0	0	0	2	0	1	0
ENSG00000158156.7	193	125	129	209	109	83	99	69
ENSG00000158161.15	4881	4076	4090	5211	3750	3267	3713	3507
ENSG00000238231.2	0	0	0	0	0	0	0	0
ENSG00000240750.3	0	0	0	0	0	0	0	0
ENSG00000228589.3	0	2	0	0	0	2	0	0
ENSG00000228943.1	0	0	0	0	0	0	0	0
ENSG00000214812.3	0	0	0	0	0	0	0	0
ENSG00000253005.1	0	0	0	0	0	0	0	0
ENSG00000169403.11	150	106	113	128	98	104	114	112
ENSG00000126698.10	1876	1292	1509	2049	1828	1169	1307	1485
ENSG00000130770.17	299	263	244	319	310	132	179	165
ENSG00000270605.1	0	0	0	0	0	0	0	0
ENSG00000271398.1	4	3	4	5	1	2	0	1
ENSG00000130766.4	6606	4059	5750	8814	6780	4029	6145	6082
ENSG00000130772.13	351	336	312	397	460	259	284	297
ENSG00000204138.12	9486	7162	7197	9916	6686	5310	5677	5292
ENSG00000206779.1	0	0	0	0	0	0	0	0
ENSG00000229820.2	0	0	0	0	0	0	0	0
ENSG00000221216.1	0	0	0	0	0	0	0	0
ENSG00000180198.16	2938	2276	2228	3369	2838	1854	1881	1737
ENSG00000242125.3	0	0	0	0	0	0	0	0
ENSG00000274266.1	0	0	0	0	0	0	0	0
ENSG00000200087.1	0	0	0	0	0	0	0	0
ENSG00000231468.2	0	0	0	0	0	0	0	0
ENSG00000279443.1	21	21	28	60	58	43	32	47
ENSG00000180098.9	1164	849	841	1209	726	563	524	558
ENSG00000197989.14	1835	1553	1358	1899	1099	833	629	563
ENSG00000221539.1	0	0	0	0	0	0	0	0
ENSG00000278274.1	0	0	0	0	0	0	0	0
ENSG00000273544.1	0	0	0	0	0	0	0	0
ENSG00000280498.1	0	0	0	0	0	0	0	0
ENSG00000274582.1	0	0	0	0	0	0	0	0
ENSG00000120656.11	2493	1990	1814	2772	1827	1359	1232	1186
ENSG00000188060.7	0	0	0	0	0	0	0	0
ENSG00000229388.1	218	204	189	326	192	120	134	208
ENSG00000270103.3	0	0	0	0	0	0	0	0
ENSG00000274978.1	0	8	5	5	4	1	4	2
ENSG00000162419.12	1574	1304	1182	1750	1650	1160	1259	1267
ENSG00000252777.1	0	0	0	0	0	0	0	0
ENSG00000198492.15	7634	5740	5774	8216	7166	5235	5969	6050
ENSG00000116329.10	20	4	10	22	8	8	10	34
ENSG00000233427.1	0	6	0	5	4	6	13	2
ENSG00000199756.1	0	0	0	3	3	0	1	0
ENSG00000159023.21	8192	6049	6708	9451	6726	4960	5930	5654
ENSG00000225616.2	0	0	0	0	0	0	0	0
ENSG00000206704.1	0	0	0	0	0	0	0	0
ENSG00000277958.1	0	0	0	0	0	0	0	0
ENSG00000253304.1	50	38	36	43	41	34	30	22
ENSG00000225750.1	188	134	125	188	185	96	181	149
ENSG00000116350.16	5512	4365	4167	5473	4544	3581	4402	4033
ENSG00000277916.1	0	0	0	0	0	0	0	0
ENSG00000116353.15	1721	1600	1272	1900	1676	1397	1707	1544
ENSG00000237934.1	0	0	0	0	0	0	0	0
ENSG00000060656.19	1397	1119	908	1531	1152	804	1265	1152
ENSG00000230523.1	82	53	79	109	108	109	164	151
ENSG00000225011.4	2	0	0	0	0	0	0	0
ENSG00000228176.1	12	5	3	4	11	7	8	9
ENSG00000284676.1	2	0	2	10	4	0	0	0
ENSG00000270927.1	0	0	0	0	0	0	0	0
ENSG00000233399.2	0	0	0	0	0	0	0	0
ENSG00000233372.1	0	2	0	0	0	0	0	0
ENSG00000231251.1	0	0	0	0	0	0	0	0
ENSG00000236335.1	0	0	0	0	0	0	0	0
ENSG00000231949.1	0	0	0	0	0	0	0	0
