Geneid	control_1	control_2	SRRM2depl_1	SRRM2depl_2	SONdepl_1	SONdepl_2	doubledepl_1	doubledepl_2
ENSG00000275674.1	89	72	66	62	114	67	96	73
ENSG00000228998.4	0	0	0	0	0	0	0	0
ENSG00000270322.1	0	0	0	0	0	0	0	0
ENSG00000275345.1	0	0	0	0	0	0	0	0
ENSG00000271396.1	0	0	0	0	0	0	0	0
ENSG00000214433.4	0	0	0	0	0	0	0	0
ENSG00000275803.1	0	0	0	0	0	0	0	0
ENSG00000279980.1	0	1	0	2	0	5	2	2
ENSG00000238244.3	0	0	0	0	0	0	0	0
ENSG00000196391.10	146	128	124	196	160	115	126	108
ENSG00000259262.1	1	0	0	1	0	0	0	0
ENSG00000140575.12	9759	6820	7995	11492	8137	5498	6776	6866
ENSG00000259177.1	0	0	0	0	0	0	0	0
ENSG00000140577.15	3331	2596	2602	3556	2814	2242	2978	2618
ENSG00000259212.1	0	0	0	0	0	0	0	0
ENSG00000259314.1	0	0	0	0	0	0	0	0
ENSG00000259736.1	311	286	267	426	381	283	281	329
ENSG00000285560.1	0	0	0	0	0	0	0	0
ENSG00000259746.1	0	0	0	0	0	0	0	0
ENSG00000278370.1	0	0	0	0	0	0	0	0
ENSG00000245479.2	0	0	0	0	0	0	0	0
ENSG00000197299.11	2091	1696	1409	1839	1392	1234	1345	1314
ENSG00000200677.1	0	0	0	0	0	0	0	0
ENSG00000259704.1	0	0	0	0	0	0	0	0
ENSG00000241869.3	0	0	0	0	0	0	0	0
ENSG00000140564.11	278	288	194	390	311	200	278	264
ENSG00000182511.11	44	27	12	48	42	29	41	33
ENSG00000196547.14	462	359	306	482	373	258	338	287
ENSG00000259661.1	0	0	0	0	0	0	0	0
ENSG00000184508.11	16	7	4	21	4	5	13	4
ENSG00000140553.17	451	394	325	482	379	261	311	293
ENSG00000258384.1	8	10	7	17	15	4	17	16
ENSG00000166965.12	172	193	157	204	232	147	210	216
ENSG00000198901.13	13	8	8	16	14	7	8	2
ENSG00000284946.1	73	79	66	89	101	72	76	81
ENSG00000258725.1	0	0	0	0	0	0	0	0
ENSG00000200142.1	0	0	0	0	0	0	0	0
ENSG00000184056.14	0	0	0	0	0	0	0	0
ENSG00000214432.9	14	6	26	24	21	9	12	17
ENSG00000278514.1	0	0	0	0	0	0	0	0
ENSG00000258542.1	0	0	0	0	0	0	0	0
ENSG00000275929.1	0	0	0	0	0	0	0	0
ENSG00000258665.1	0	0	0	0	0	0	0	0
ENSG00000285661.1	0	0	0	0	0	0	0	0
ENSG00000185518.11	12	2	6	10	10	6	6	2
ENSG00000285883.1	0	0	0	0	0	0	0	0
ENSG00000258551.5	4	4	2	6	10	4	4	8
ENSG00000258954.1	0	0	0	0	0	0	0	0
ENSG00000258765.1	0	0	0	0	0	0	0	0
ENSG00000258540.1	0	0	0	0	0	0	0	0
ENSG00000259057.1	0	0	0	0	0	0	0	0
ENSG00000176463.13	790	630	508	664	346	288	328	316
ENSG00000260661.1	4	8	2	10	10	0	4	2
ENSG00000258761.1	0	0	0	0	0	0	0	0
ENSG00000258726.1	0	0	0	0	0	0	0	0
ENSG00000258925.2	0	0	0	0	0	0	0	0
ENSG00000140557.11	4	0	2	2	0	0	2	0
ENSG00000239197.1	0	0	0	0	0	0	0	0
ENSG00000258739.1	0	0	0	0	0	0	0	0
ENSG00000259170.1	0	0	0	0	0	0	0	0
ENSG00000183643.4	0	0	0	4	0	0	0	2
ENSG00000258647.5	0	0	0	0	0	0	0	0
ENSG00000258676.4	2	1	0	2	0	0	2	0
ENSG00000260337.3	0	0	0	0	0	0	0	0
ENSG00000271763.1	0	2	2	4	0	0	4	0
ENSG00000185442.12	497	314	306	419	653	341	469	414
ENSG00000259064.2	0	0	0	0	0	0	0	0
ENSG00000275965.1	0	0	0	0	0	0	0	0
ENSG00000272298.1	0	0	0	0	0	0	0	0
ENSG00000253954.3	0	0	0	0	0	0	0	0
ENSG00000258741.3	0	0	0	0	0	0	0	0
ENSG00000240484.1	0	0	0	0	0	0	0	0
ENSG00000258562.2	0	0	0	0	0	0	0	0
ENSG00000260361.1	0	0	0	0	0	0	0	0
ENSG00000258527.1	0	0	0	0	0	0	0	0
ENSG00000258922.1	0	0	0	0	0	0	0	0
ENSG00000274215.1	0	0	0	0	0	0	0	0
ENSG00000275175.1	19	12	5	15	13	12	3	8
ENSG00000272888.6	13	19	7	21	28	10	14	11
ENSG00000279765.3	61	71	68	91	41	72	69	64
ENSG00000173575.20	24007	16117	19389	26643	18411	14145	16864	16405
ENSG00000284324.1	0	0	0	0	0	0	0	0
ENSG00000182175.14	180	179	140	181	107	90	88	64
ENSG00000258611.2	0	0	0	0	0	0	0	0
ENSG00000285663.1	0	0	0	2	0	0	0	0
ENSG00000280076.1	0	0	0	0	0	0	0	0
ENSG00000258888.1	0	0	0	0	0	0	0	0
ENSG00000258971.1	0	0	0	0	0	0	0	0
ENSG00000257060.6	48	28	22	38	44	38	40	40
ENSG00000258909.1	0	0	0	0	0	0	0	0
ENSG00000258787.1	0	0	0	0	0	0	0	0
ENSG00000258631.2	2	4	0	0	0	0	2	6
ENSG00000258754.7	2	0	0	2	2	0	2	0
ENSG00000258627.1	0	0	0	0	0	0	0	0
ENSG00000259123.1	0	0	0	0	0	0	0	0
ENSG00000258476.5	0	0	0	0	0	0	0	0
ENSG00000258831.1	0	0	0	0	0	0	0	0
ENSG00000258785.5	0	0	0	0	0	0	0	0
ENSG00000259724.1	0	0	10	0	0	0	0	0
ENSG00000258895.1	0	0	0	0	0	0	0	0
ENSG00000258570.1	0	0	0	0	0	0	0	0
ENSG00000140563.14	4743	3866	3833	4935	3636	2874	3514	3409
ENSG00000258632.2	0	0	0	0	0	0	0	0
ENSG00000285866.1	0	0	0	0	4	0	0	0
ENSG00000259331.1	0	0	0	0	0	0	0	0
ENSG00000277654.6	2	0	0	4	0	0	0	12
ENSG00000270017.1	0	0	0	0	0	0	0	0
ENSG00000258433.1	0	0	0	0	0	0	0	0
ENSG00000258773.1	0	0	0	0	0	0	0	0
ENSG00000248441.6	4	4	4	8	2	2	0	4
ENSG00000273923.1	0	0	0	0	0	0	0	0
ENSG00000280304.1	0	0	0	0	0	0	0	0
ENSG00000285700.1	0	0	0	0	0	0	0	0
ENSG00000259134.6	2	2	2	2	0	2	0	2
ENSG00000258489.3	0	0	0	0	0	0	0	0
ENSG00000275016.4	4	4	2	4	6	0	2	6
ENSG00000222076.1	0	0	0	0	0	0	0	0
ENSG00000275443.1	34	30	10	18	36	16	26	18
ENSG00000259702.3	0	0	0	0	0	0	0	0
ENSG00000273771.1	0	0	0	0	0	0	0	0
ENSG00000247809.7	422	378	287	394	414	278	422	356
ENSG00000280048.1	0	0	0	0	0	0	0	0
ENSG00000277135.1	0	0	0	0	0	0	0	0
ENSG00000259359.1	0	0	0	0	0	0	0	0
ENSG00000278146.1	0	0	0	0	0	0	0	0
ENSG00000259763.2	0	0	0	0	0	0	0	0
ENSG00000279645.1	0	0	0	0	0	0	0	0
ENSG00000280291.1	0	0	0	0	0	0	0	0
ENSG00000185551.14	1078	951	594	878	1265	995	1022	1121
ENSG00000283888.1	0	0	0	0	0	0	0	0
ENSG00000275322.1	112	76	34	76	80	68	86	91
ENSG00000259275.2	552	425	310	435	371	258	248	310
ENSG00000259614.2	0	0	0	0	0	0	0	0
ENSG00000259542.5	1	8	2	2	6	4	0	3
ENSG00000259312.1	0	4	0	2	0	0	0	0
ENSG00000250825.1	0	0	0	0	0	0	0	0
ENSG00000242295.1	2	0	0	0	0	0	0	0
ENSG00000259534.1	0	0	0	0	0	0	0	0
ENSG00000222617.1	0	0	0	0	0	0	0	0
ENSG00000274079.1	0	0	0	0	0	0	0	0
ENSG00000259340.2	0	0	0	0	0	0	0	0
ENSG00000214424.5	0	0	0	0	0	0	0	2
ENSG00000259282.5	0	0	0	0	0	0	0	0
ENSG00000185594.5	0	0	0	0	0	0	0	0
ENSG00000223120.1	0	0	0	0	0	0	0	0
ENSG00000259403.1	0	0	4	0	2	0	0	0
ENSG00000259485.1	2	1	0	0	0	0	1	0
ENSG00000242863.3	0	0	0	0	0	0	0	0
ENSG00000259664.2	10	2	6	6	4	2	4	2
ENSG00000251729.1	0	0	0	0	0	0	0	0
ENSG00000279091.1	6	2	0	2	0	4	4	2
ENSG00000259582.3	6	10	4	6	10	6	4	2
ENSG00000251209.8	2181	1883	1430	2141	2100	1569	2096	1785
ENSG00000259870.1	2	0	0	0	1	2	0	0
ENSG00000140450.8	2167	1607	2131	3109	2951	1579	2082	2472
ENSG00000259478.2	0	0	4	2	2	0	2	2
ENSG00000258483.3	0	2	0	4	4	0	0	4
ENSG00000283372.1	0	0	0	0	0	0	0	0
ENSG00000259199.1	2	0	0	4	6	6	2	0
ENSG00000222361.1	0	0	0	0	0	0	0	0
ENSG00000259611.1	0	0	0	0	0	0	0	0
ENSG00000259266.1	0	0	0	0	0	0	0	0
ENSG00000259320.1	0	0	0	0	0	0	0	0
ENSG00000259041.1	0	0	0	0	0	0	0	0
ENSG00000274312.1	0	0	0	0	0	0	0	0
ENSG00000277987.1	0	0	0	0	0	0	0	0
ENSG00000283597.2	0	4	4	26	22	4	4	8
ENSG00000259507.1	0	0	0	0	0	0	0	0
ENSG00000259424.1	4	0	0	0	0	1	0	0
ENSG00000140443.14	5823	4373	4211	5728	3778	3162	3955	3965
ENSG00000278022.1	0	0	0	0	0	0	0	0
ENSG00000264480.1	0	0	0	0	0	0	0	0
ENSG00000259621.1	0	0	0	0	0	0	0	0
ENSG00000259475.1	118	46	76	78	96	46	89	60
ENSG00000183571.10	0	0	0	0	0	0	0	0
ENSG00000278090.1	0	0	0	0	0	0	0	0
ENSG00000182253.14	164	115	103	132	98	58	82	86
ENSG00000261054.1	0	0	0	0	0	0	0	0
ENSG00000103852.12	2046	1824	1806	2336	1777	1402	1661	1657
ENSG00000261616.1	0	0	0	0	0	0	0	0
ENSG00000259921.1	0	0	0	0	0	0	0	0
ENSG00000168904.14	2002	1615	1486	2040	1406	1096	1116	1077
ENSG00000259706.1	0	0	0	0	0	0	0	0
ENSG00000259228.1	0	0	0	0	0	0	0	0
ENSG00000259257.1	0	0	0	0	0	0	0	0
ENSG00000259590.1	22	18	9	20	14	8	5	9
ENSG00000259760.1	26	25	8	12	12	10	10	9
ENSG00000274294.1	4	0	0	3	0	0	0	0
ENSG00000259341.1	4	6	2	8	2	0	6	6
ENSG00000279846.1	0	0	0	0	0	0	0	0
ENSG00000241562.2	0	0	0	0	0	0	0	0
ENSG00000068305.17	13603	10880	12298	16544	11938	9616	11205	10691
ENSG00000201724.1	0	0	0	0	0	0	0	0
ENSG00000183060.15	325	249	227	293	231	191	182	160
ENSG00000182397.14	0	2	0	2	0	0	0	0
ENSG00000259655.1	0	0	0	0	0	0	0	0
ENSG00000241588.3	0	0	0	0	0	0	0	0
ENSG00000259363.5	0	8	0	4	6	2	0	0
ENSG00000254744.3	16	2	8	12	15	10	15	6
ENSG00000140470.13	6482	5367	5792	8046	7268	6412	9927	8856
ENSG00000259219.1	0	0	0	0	0	0	0	0
ENSG00000252957.1	0	0	0	0	0	0	0	0
ENSG00000259356.1	0	0	0	0	0	0	0	0
ENSG00000189419.7	12	6	16	4	8	6	6	0
ENSG00000259430.1	2	2	0	0	0	4	6	3
ENSG00000154227.13	74	50	24	61	116	84	48	44
ENSG00000270127.2	32	36	31	26	33	21	20	27
ENSG00000251819.1	7	7	1	13	7	2	5	1
ENSG00000259205.2	35	21	14	36	29	24	15	22
ENSG00000259540.1	2	0	0	0	1	0	2	0
ENSG00000140471.16	1388	1045	1072	1426	1210	889	1005	1014
ENSG00000200095.1	0	0	0	0	0	0	0	0
ENSG00000183475.12	1675	1279	1315	1725	1197	889	977	943
ENSG00000212306.1	0	0	0	0	0	0	0	0
ENSG00000259381.2	0	0	0	0	0	0	0	0
ENSG00000259579.1	582	596	359	469	556	440	377	407
ENSG00000279588.2	0	0	0	0	0	0	0	0
ENSG00000259586.1	0	0	1	0	0	0	0	0
ENSG00000232386.9	0	0	1	0	3	1	1	2
ENSG00000272808.4	0	0	0	0	0	0	0	0
ENSG00000259604.5	0	0	0	0	0	0	0	0
ENSG00000272639.1	0	4	5	10	12	7	2	3
ENSG00000184254.16	1702	1272	970	1311	1105	903	880	932
ENSG00000278456.1	0	0	0	0	0	0	0	0
ENSG00000259583.2	96	46	46	87	91	47	60	63
ENSG00000154237.12	2773	2316	1993	2724	2265	1897	2573	2248
ENSG00000259376.1	0	0	0	0	0	0	0	0
ENSG00000259755.1	31	36	21	26	25	28	20	19
ENSG00000259365.1	6	3	0	4	1	5	1	0
ENSG00000259182.5	28	37	35	9	31	17	25	26
ENSG00000131873.6	5773	4434	4287	6099	4910	3659	4393	4376
ENSG00000131871.14	889	706	668	823	1015	623	731	786
ENSG00000131876.16	1784	1312	1460	2150	2113	1322	1567	1566
ENSG00000259172.1	6	10	12	17	26	7	12	11
ENSG00000140479.16	3082	2803	2261	3252	3526	3020	3997	3589
ENSG00000279970.1	0	0	0	0	0	0	0	0
ENSG00000259764.1	0	0	0	0	0	0	0	0
ENSG00000274139.1	0	0	0	0	0	0	0	0
ENSG00000277210.3	0	0	0	0	0	0	0	0
ENSG00000282793.1	0	0	0	0	0	0	0	0
ENSG00000259464.2	0	0	0	0	0	0	0	0
ENSG00000259695.2	0	0	0	0	0	0	0	0
ENSG00000273585.1	2	0	0	0	0	0	0	0
ENSG00000184277.12	1222	895	809	1194	994	662	746	816
ENSG00000252614.1	0	0	0	0	0	0	0	0
ENSG00000185418.15	1306	1056	964	1400	1233	928	1188	1011
ENSG00000259658.5	0	8	0	0	2	2	0	2
ENSG00000259660.2	0	0	0	0	2	0	0	0
ENSG00000259236.1	0	0	0	0	0	0	0	0
ENSG00000240927.3	0	0	0	0	0	0	0	0
ENSG00000184140.6	0	0	0	0	0	0	0	0
ENSG00000182854.8	8	9	16	14	13	3	12	13
ENSG00000232459.1	0	0	0	0	0	1	0	0
ENSG00000214344.4	0	0	6	6	0	0	2	0
ENSG00000257109.3	0	0	0	0	0	0	0	0
ENSG00000259454.1	0	0	0	0	0	0	0	0
ENSG00000259646.1	0	0	2	0	0	0	0	2
ENSG00000177693.4	3	0	0	0	0	0	0	0
ENSG00000183909.6	0	0	0	0	0	0	0	2
ENSG00000275771.1	0	0	0	0	0	0	0	0
ENSG00000248893.3	2	4	0	2	0	0	0	3
ENSG00000259553.5	0	2	2	0	0	2	2	3
ENSG00000284557.1	0	0	0	0	0	0	0	0
ENSG00000185596.16	560	518	453	685	659	478	501	495
ENSG00000275449.1	0	0	0	0	0	0	0	0
ENSG00000248472.8	2	1	2	1	10	1	1	0
ENSG00000233614.6	2	0	1	0	2	0	0	0
ENSG00000234769.7	4	5	2	4	2	0	2	3
ENSG00000278739.1	0	0	0	0	0	0	0	0
ENSG00000260803.1	14	24	21	12	30	6	20	3
ENSG00000231439.4	0	0	0	0	0	0	0	0
ENSG00000226942.2	29	19	22	43	24	15	20	27
ENSG00000161980.5	42	70	57	84	94	32	48	70
ENSG00000161981.10	30	27	10	33	32	12	36	26
ENSG00000007384.15	74	53	44	75	65	46	54	46
ENSG00000278995.1	0	0	0	0	0	0	0	0
ENSG00000103152.11	56	62	48	90	42	68	48	40
ENSG00000103148.15	851	786	668	1022	833	654	915	723
ENSG00000269482.1	0	0	0	0	0	0	0	0
ENSG00000228779.1	0	0	0	0	0	0	0	0
ENSG00000130656.4	0	0	0	0	0	0	0	0
ENSG00000206177.6	2	0	0	0	0	0	2	0
ENSG00000206178.2	0	0	0	0	0	0	0	0
ENSG00000225323.1	0	0	0	0	0	0	0	0
ENSG00000188536.13	0	0	2	0	2	2	8	0
ENSG00000206172.8	2	2	0	2	0	0	2	0
ENSG00000207243.1	3	0	3	3	6	4	0	0
ENSG00000086506.2	0	2	2	3	2	0	0	1
ENSG00000268836.1	14	7	8	12	5	7	6	13
ENSG00000007392.16	1777	1517	1179	1858	1443	1093	1372	1267
ENSG00000206168.1	0	1	0	0	2	0	0	0
ENSG00000167930.15	131	187	122	196	114	145	112	99
ENSG00000269881.1	0	0	0	0	0	0	0	0
ENSG00000076344.15	0	0	0	0	0	0	0	0
ENSG00000242173.8	2	4	2	10	2	2	2	6
ENSG00000185615.15	10	5	15	18	6	6	10	12
ENSG00000103126.14	1613	1134	1069	1548	1353	979	1361	1127
ENSG00000086504.16	19	23	24	45	23	10	6	18
ENSG00000129925.10	23	35	32	38	46	16	34	30
ENSG00000236829.9	10	24	23	16	19	14	16	20
ENSG00000103202.12	48	37	26	115	80	38	49	71
ENSG00000242612.6	11	6	8	21	27	9	9	18
ENSG00000276984.1	4	2	3	0	4	0	0	4
ENSG00000090565.15	960	883	746	1107	846	642	780	653
ENSG00000201034.1	0	0	0	0	0	0	0	0
ENSG00000230428.1	0	0	0	0	0	0	0	0
ENSG00000277142.1	21	34	12	16	36	18	32	18
ENSG00000103326.11	213	173	144	240	234	133	196	178
ENSG00000266124.1	0	0	0	0	0	0	0	0
ENSG00000266235.1	0	0	0	0	0	0	0	0
ENSG00000261691.1	0	0	0	0	0	0	0	0
ENSG00000161992.5	0	6	0	6	4	2	20	2
ENSG00000007541.16	51	33	18	22	14	22	16	6
ENSG00000257108.1	0	0	0	0	0	0	0	0
ENSG00000282907.1	0	0	0	0	0	0	0	0
ENSG00000197562.9	363	285	265	426	288	176	259	260
ENSG00000127578.6	21	8	4	16	17	10	15	26
ENSG00000130731.15	16	20	2	13	19	8	8	14
ENSG00000172366.19	89	115	86	131	139	86	114	99
ENSG00000228201.1	10	10	11	9	9	6	15	17
ENSG00000161996.18	68	104	52	76	69	46	42	44
ENSG00000262528.2	0	0	0	0	0	0	0	0
ENSG00000140983.13	60	72	33	72	70	24	38	47
ENSG00000103269.13	8	14	6	14	14	7	12	13
ENSG00000260394.2	2	0	2	6	4	1	3	2
ENSG00000279441.1	0	0	0	0	0	0	0	0
ENSG00000103266.10	22	14	13	23	23	8	25	27
ENSG00000161999.11	43	46	38	40	50	18	42	33
ENSG00000127580.16	26	43	27	39	50	43	52	40
ENSG00000261659.2	86	60	51	74	90	37	79	53
ENSG00000127585.11	273	278	175	288	300	177	252	236
ENSG00000279255.1	8	10	2	4	1	2	6	4
ENSG00000259840.1	2	3	0	0	0	2	2	2
ENSG00000103260.8	106	100	55	120	118	48	100	76
ENSG00000103254.9	32	34	14	32	33	27	33	32
ENSG00000162004.16	68	72	47	108	87	48	98	85
ENSG00000103253.18	36	40	11	33	48	31	48	33
ENSG00000103245.13	60	47	70	82	94	74	96	63
ENSG00000102854.15	114	117	82	195	186	80	134	138
ENSG00000279136.1	4	6	0	6	0	2	0	0
ENSG00000162006.9	93	101	154	238	154	63	137	135
ENSG00000207579.1	0	0	0	0	0	0	0	0
ENSG00000007376.7	42	35	22	73	57	39	37	60
ENSG00000127586.16	87	117	86	116	107	60	91	98
ENSG00000127588.4	0	0	0	0	0	0	0	0
ENSG00000275438.1	2	5	0	3	0	3	1	3
ENSG00000103227.18	897	791	655	874	916	668	861	851
ENSG00000260022.1	0	0	0	0	0	0	0	0
ENSG00000260316.2	0	0	0	0	0	0	0	0
ENSG00000260439.1	0	0	0	0	0	0	0	0
ENSG00000276931.1	0	0	0	0	0	0	0	0
ENSG00000260807.6	4	0	0	0	0	0	0	0
ENSG00000005513.9	4	8	0	9	18	2	12	8
ENSG00000260496.3	2	4	0	0	6	2	2	8
ENSG00000261713.6	125	129	88	173	94	50	78	94
ENSG00000261720.1	0	0	0	0	0	0	0	0
ENSG00000162009.8	4	9	5	13	10	4	9	5
ENSG00000184471.7	99	105	83	116	129	67	137	118
ENSG00000260702.3	10	14	6	7	10	9	14	20
ENSG00000260532.1	8	0	2	0	2	2	2	4
ENSG00000273551.1	0	1	0	0	0	2	2	0
ENSG00000196557.12	393	530	317	490	377	312	349	298
ENSG00000260403.1	0	0	0	0	0	0	0	0
ENSG00000259910.1	0	0	0	0	0	0	0	0
ENSG00000261294.1	0	0	0	0	0	0	0	0
ENSG00000116176.6	15	7	13	12	7	4	15	12
ENSG00000277010.1	0	0	0	0	0	0	0	0
ENSG00000197253.13	8	4	14	2	2	0	8	8
ENSG00000172236.16	0	0	0	0	0	0	0	0
ENSG00000095917.13	0	0	0	0	0	0	0	0
ENSG00000260182.1	0	0	0	0	0	0	0	0
ENSG00000196364.9	2	0	0	0	0	0	0	0
ENSG00000261564.1	0	0	2	0	0	0	2	0
ENSG00000260991.2	0	0	1	0	0	0	0	0
ENSG00000260284.1	0	2	0	2	0	0	4	0
ENSG00000260710.1	18	14	16	38	45	14	20	30
ENSG00000274751.1	17	8	12	14	8	6	4	8
ENSG00000103275.19	882	689	641	929	901	490	653	614
ENSG00000261505.1	0	0	0	0	0	0	0	0
ENSG00000219274.1	6	4	4	7	2	9	4	4
ENSG00000007516.13	90	59	55	91	83	70	64	72
ENSG00000007520.3	43	36	26	30	47	31	34	33
ENSG00000090581.9	157	136	113	173	108	106	93	92
ENSG00000260425.1	0	0	0	0	0	0	0	0
ENSG00000059145.18	430	377	429	576	400	318	339	307
ENSG00000260132.1	0	0	0	0	0	0	0	0
ENSG00000174109.4	90	54	39	104	97	52	78	78
ENSG00000284395.1	0	6	2	2	0	0	0	0
ENSG00000197599.12	6	7	13	17	4	2	7	5
ENSG00000279930.1	0	0	0	0	0	0	0	0
ENSG00000103249.17	213	216	132	272	279	158	207	142
ENSG00000261641.2	0	0	0	0	0	0	0	0
ENSG00000260051.1	0	0	0	0	0	0	0	0
ENSG00000261430.1	0	0	0	0	0	0	0	0
ENSG00000219027.2	5	4	5	4	1	0	7	5
ENSG00000251692.7	2	0	1	2	0	0	0	0
ENSG00000100726.14	194	154	110	174	127	114	159	117
ENSG00000187535.13	563	503	386	575	465	384	527	464
ENSG00000260646.1	0	0	0	0	0	0	0	0
ENSG00000131634.13	0	0	0	0	0	0	0	0
ENSG00000280062.1	0	0	0	0	0	0	0	0
ENSG00000280231.1	0	0	0	0	0	0	0	0
ENSG00000280327.1	0	0	0	0	0	0	0	0
ENSG00000260954.1	0	0	0	0	0	0	0	0
ENSG00000260989.1	0	0	0	0	0	0	0	0
ENSG00000007545.15	524	493	329	551	426	276	356	333
ENSG00000226890.1	0	0	0	0	0	0	0	0
ENSG00000261732.1	0	0	0	0	1	0	0	0
ENSG00000206053.12	1097	834	799	1000	1028	679	905	1006
ENSG00000278987.1	0	0	0	0	0	0	0	0
ENSG00000138834.12	1688	1270	1094	1762	1552	971	1352	1203
ENSG00000275092.1	0	0	0	0	0	0	0	0
ENSG00000261399.1	0	0	0	0	0	0	0	0
ENSG00000265820.1	0	0	0	0	0	0	0	0
ENSG00000261207.1	0	0	0	0	0	0	0	0
ENSG00000103024.7	27	25	18	18	25	14	20	11
ENSG00000074071.14	77	103	74	104	96	42	65	55
ENSG00000197774.12	46	56	42	83	68	36	63	53
ENSG00000162032.15	6	8	2	22	16	11	28	21
ENSG00000095906.16	0	0	0	0	0	0	0	0
ENSG00000099769.5	6	3	2	2	4	3	4	5
ENSG00000063854.12	562	453	436	504	664	437	659	626
ENSG00000180185.11	183	111	151	206	134	120	123	175
ENSG00000162039.15	12	20	12	21	17	7	22	18
ENSG00000260541.1	0	0	0	0	0	0	0	0
ENSG00000281219.2	0	0	0	0	0	0	0	0
ENSG00000259947.1	6	0	0	0	0	0	0	0
ENSG00000162040.6	2	0	0	0	0	0	2	4
ENSG00000198736.11	40	46	16	36	46	14	26	17
ENSG00000140986.7	8	12	7	28	12	0	0	6
ENSG00000140990.14	279	163	249	482	369	186	246	213
ENSG00000140988.15	3304	3545	2980	5224	7470	2656	2861	3638
ENSG00000206811.1	0	0	0	0	0	0	0	0
ENSG00000207405.1	0	0	0	0	0	0	0	0
ENSG00000255513.1	0	0	0	0	0	0	0	0
ENSG00000255198.4	26	25	16	37	35	18	13	13
ENSG00000273587.1	0	0	0	0	0	0	0	0
ENSG00000179580.9	7	7	10	17	3	6	15	4
ENSG00000277602.1	14	6	10	15	9	4	8	2
ENSG00000183751.14	110	114	98	169	132	105	113	86
ENSG00000196408.11	19	13	12	33	27	8	26	26
ENSG00000127554.12	5	7	10	3	9	11	15	6
ENSG00000261790.1	15	12	4	27	12	6	16	14
ENSG00000127561.14	14	22	16	20	12	4	16	8
ENSG00000260107.1	0	0	0	0	0	0	0	0
ENSG00000167962.13	332	302	193	289	251	173	180	199
ENSG00000183971.7	142	142	122	208	318	153	205	198
ENSG00000265386.2	0	0	0	0	0	0	0	0
ENSG00000065054.13	84	68	54	96	96	57	78	48
ENSG00000065057.7	47	23	35	61	42	11	31	30
ENSG00000103197.17	326	304	279	445	373	223	274	191
ENSG00000008710.19	601	632	441	712	676	475	626	545
ENSG00000221656.1	0	0	0	0	0	0	0	0
ENSG00000259933.6	0	0	0	0	0	0	0	0
ENSG00000261123.1	0	0	0	0	0	0	0	0
ENSG00000284008.1	0	0	0	0	0	0	0	0
ENSG00000261240.1	0	0	0	0	0	0	0	0
ENSG00000260447.1	0	0	0	0	0	0	0	0
ENSG00000200059.1	0	0	0	0	0	0	0	0
ENSG00000265867.1	0	0	0	0	0	0	0	0
ENSG00000264397.1	0	0	0	0	0	0	0	0
ENSG00000167964.12	1021	695	678	1066	879	498	359	384
ENSG00000260260.1	1088	832	788	1234	1085	574	383	501
ENSG00000206630.1	0	0	0	0	0	0	0	0
ENSG00000281010.1	0	0	0	0	0	0	0	0
ENSG00000131653.12	683	586	365	624	469	279	292	298
ENSG00000167971.15	50	36	40	57	51	24	34	31
ENSG00000167965.17	85	94	48	109	104	51	84	95
ENSG00000182685.7	23	38	7	65	54	16	38	35
ENSG00000261532.1	0	0	0	0	0	0	0	0
ENSG00000184207.8	53	57	52	64	70	34	69	84
ENSG00000167967.15	250	235	186	339	407	230	326	316
ENSG00000259780.3	0	0	0	0	0	0	0	0
ENSG00000167968.12	7	13	12	17	15	11	16	16
ENSG00000167969.12	552	521	344	630	487	334	511	422
ENSG00000261663.1	0	0	0	0	0	0	0	0
ENSG00000205937.11	3270	2558	2454	3290	3264	2163	2711	2893
ENSG00000260778.5	22	52	19	53	24	11	34	15
ENSG00000266643.1	0	0	0	0	0	0	0	0
ENSG00000284346.1	0	0	0	0	0	0	0	0
ENSG00000264004.1	2	0	0	2	2	0	0	1
ENSG00000167972.13	376	354	265	425	277	206	300	222
ENSG00000243445.1	0	0	0	0	0	0	0	0
ENSG00000238098.9	64	48	46	99	56	57	72	66
ENSG00000162063.12	598	386	375	478	427	256	504	451
ENSG00000285970.1	0	0	0	0	0	0	0	0
ENSG00000283180.1	0	0	0	0	0	0	0	0
ENSG00000260095.1	0	0	0	0	0	0	0	0
ENSG00000260874.5	6	2	8	11	0	4	6	9
ENSG00000162062.14	22	23	21	23	22	14	7	14
ENSG00000274805.1	0	0	0	0	0	0	0	0
ENSG00000259895.1	22	10	20	31	12	6	18	34
ENSG00000162068.1	6	12	4	10	12	9	6	10
ENSG00000162065.13	153	121	89	145	121	92	111	104
ENSG00000260293.2	0	0	0	0	0	0	0	0
ENSG00000260272.1	25	20	18	46	28	16	14	12
ENSG00000185883.11	0	0	0	0	0	0	0	0
ENSG00000259784.1	0	0	0	0	0	0	0	0
ENSG00000279520.1	0	0	0	0	0	0	0	0
ENSG00000162066.15	12	16	9	17	6	4	12	20
ENSG00000205923.3	0	0	0	0	0	0	0	0
ENSG00000266232.1	4	0	0	0	1	0	1	3
ENSG00000140992.18	947	740	803	1066	804	562	829	666
ENSG00000261613.2	0	0	0	0	0	0	0	0
ENSG00000261288.1	0	0	0	0	0	0	0	0
ENSG00000269937.1	0	0	0	0	0	0	0	0
ENSG00000261140.1	0	0	0	0	0	0	0	0
ENSG00000260436.1	0	0	0	0	0	0	0	0
