Genes	G:\18.8.23_Michal\CSSdp12_S1-B12_1_3444.d.dia	G:\18.8.23_Michal\CSSdp11_S1-B11_1_3443.d.dia	G:\18.8.23_Michal\CSSdp10_S1-B10_1_3442.d.dia	G:\18.8.23_Michal\CSSde9_S1-B9_1_3441.d.dia	G:\18.8.23_Michal\CSSde8_S1-B8_1_3440.d.dia	G:\18.8.23_Michal\CSSnp6_S1-B6_1_3438.d.dia	G:\18.8.23_Michal\CSSnp5_S1-B5_1_3437.d.dia	G:\18.8.23_Michal\CSSnp4_S1-B4_1_3436.d.dia	G:\18.8.23_Michal\CSSne3_S1-B3_1_3435.d.dia	G:\18.8.23_Michal\CSSne2_S1-B2_1_3434.d.dia	G:\18.8.23_Michal\CSSne1_S1-B1_1_3433.d.dia	G:\18.8.23_Michal\CSSde7_S1-B7_1_3439.d.dia
SLC9A3R2	16973.2	16571.2	17818	23160.8	22479.1	19102.9	16614	19267.8	23064.5	23942.6	21699	23237.4
SLFN5	13286.8	12017.5	12190.7	11911.1	14676.2	7747.99	10919.4	5986.8	9802.75	11002.4	10765	8597.71
SLIRP	188321	187244	182549	179697	188113	189197	170491	193752	162197	153831	169435	147520
SLK	122384	134551	131431	124426	130039	131659	132530	128642	112151	105468	115629	115996
SLMAP	5129	7102.67	5750.31	7571.25	6308.78	5778.33	6398.47	7845.4	5981.27	7636.64	8068.27	8566.64
SLTM	30029.8	30374.2	30695.9	27065.3	28081.2	28695	29138.8	27010.1	25481.7	24325.1	26335.2	19389.9
SLU7	16517.1	16232.5	14462.3	14036.5	14032.1	17260.2	15038.1	16951.1	12121.5	10674.9	12383.1	11962.3
SMAD1	3110.73	6796.86	2648.91	5393.88	9000.9	5051.56	2689.18	6507.62	2202.96	1737.74	2076.45	2042.96
SMAD2	17574.2	13579.2	17873.9	17653.2	17425.4	16296.1	17237.2	18609.8	20720.6	17538.1	22402.9	17970.1
SMAD4	17321.8	20330.1	19946.1	21001.7	23014.9	23443.2	16309	23221.9	16544.9	13703.4	15241	9806.81
SMAD5	3118.25	3544.38	3755.8	3275.4	2441.38	2998.59	4205.73	1826.18	2100.49	4446.63	2652.61	5428.84
SMAP	145024	155397	147685	147648	150660	136730	139783	161310	130171	133415	147446	117006
SMAP2	11729.1	10976.2	10180.7	10637.6	11653.4	10810.4	12145.2	8014.18	9203.5	7108.95	10565.8	8597.08
SMARCA1	20614.1	17835.9	18068.6	17596.4	16229.6	17362.7	21088.5	20864.5	17099.4	18313.1	17620.2	18796.6
SMARCA2	4562.78	6228.56	4993.4	4191.74	4711.03	3760.55	6243.17	7004.52	5024.08		5421.83	4756.92
SMARCA4	53767.8	55974	53933.2	52348.7	56427.6	51575.8	55052.1	52188.6	52018.2	51071.9	58803.5	56675.8
SMARCA5	51425.2	53408.5	53671.9	49330.2	49672.9	51051.6	51968.5	50240.2	47207	43733.9	45035	41891.9
SMARCAD1	50406.2	50060.8	47119.6	45016	39598.6	42354.6	46837.2	48456.4	42799.2	48669.9	45863.1	48881.7
SMARCAL1	9560.07	9212.99	9440.6	9022.8	9615.15	10365.7	9273.4	9158.86	8607.72	8077.36	9492.13	9314.34
SMARCB1	19429.6	21032.7	19216.7	18088	25101.3	20453.8	18623.8	21741.4	16847.9	14359.8	17525.5	12877.1
SMARCC1	268193	267580	249647	244687	230231	255917	238706	285612	229707	197029	235853	225208
SMARCC2	37493.2	39937.8	34874.1	43717.9	43594.2	33282.2	37975.3	37729.4	50318.1	50808.5	53130.6	38141.7
SMARCD1	25750.3	24019.8	26271	20312.8	19937.3	25630.9	25498.7	25692.7	26585.7	26526.7	27843.5	26047.8
SMARCD2	26827.4	28195.5	25954.5	28988.5	33490.4	27078.1	34138.7	30283	42253.4	35286.1	35467	38453.9
SMARCD3	4904.56	2285.12	4768.02	6383.77	4882.57	5712.37	3232.66	4130.79		4575.23	5961.51	3543.46
SMARCE1	75269.4	69967.5	60902.3	59356.9	61799.5	64292	58925.6	71280.5	52531.5	57171.4	53767.5	50822.7
SMC1A	82075.4	78842.9	79990.7	84562	81017	78045.9	80247.6	84212.7	81372.7	83655.8	84465.6	81593.1
SMC2	53046.6	60909.3	61605	57456.9	56924.8	55587.1	55257.1	57003.4	52985.2	52175.3	51963.3	48359.6
SMC3	99563.7	95323.3	99949.3	92331.7	90840.4	101605	106429	100862	109394	98668.6	95643.9	98719.2
SMC4	55774.9	56436.6	57232.9	53386.1	50610.9	55117	61776.5	57203	58730.3	60109.1	56948.6	56432.2
SMC5	11806.8	16313.4	13299.4	16085.2	15602.5	13967.4	10224.7	16183.2	12735.3	10226.2	13212.4	9305.5
SMC6	9798.08	10534.7	10545.3	10300.8	10968.6	10400.1	11046.3	10767.1	9100.56	9327.88	9462.89	6881.37
SMCHD1	41984.4	43654.4	38210.9	36754.2	39250.9	41608.4	38299.1	42268.8	33085	35847.6	37096.4	33863.1
SMDT1	2193.73	2160.16	1028.38	1802.99	2698.74	2001.85	2087.28	2870.77	1558.46	2052.51	1881.79	1368.05
SMG1	9833.59	9960.51	10750.5	9878.59	7399.51	9570.41	10036.9	9324.93	11865.7	10593.2	8811.86	11171.3
SMG5	8536.64	7659.2	9893.1	9691.68	7485.6	9521.96	10798.8	9770.06	9261.37	7556.85	8754.7	7063.3
SMG6	26261	23946.9	25283.6	23942.7	27486.5	25034.8	25646.1	30229.8	25312.5	24896.3	26726.9	18329.3
SMG7	10534.1	11399.7	9987.12	12574.2	10885.3	10164	9520.73	11993.2	13065.1	10433.8	10357.9	11201.2
SMG8	30248.6	32435.6	28534.8	30101.7	27728.8	29670.6	31138.8	31708.7	27678.9	25375.7	31845.7	30189.5
SMG9	3295.52	5009.87	4010.05	6730.19	12170.8	4798.9	3745.55	3803.66	3366.23	1858.18	3878.31	4122.46
SMIM20	19848.8	15248.3	18665.4	15638.4	13882.7	14852.5	16183.8	16309.5	16945.3	14863.8	15408.2	12344
SMN1	50376.2	44294.4	52340	48087.4	47843.6	45532.6	47447.8	46602.2	52891.2	52567	53482.8	47974
SMNDC1	48006.2	43068	47305.7	50069.1	47997.8	49608.9	46602.3	47779.7	48959.3	51623.2	53936.9	60865.6
SMOX	7813.3	3003.06	2339.29	3147.47	1758.89	7837.72	2397.29		2684.8	2379.03	2966.07	3288.35
SMPD4	17430.9	19060.2	23580.8	27013.1	24186.2	20033.7	20274.1	18156.5	23274.3	23312.6	24803	20282.4
SMPDL3B	5052.22	3970.58	4167.27	4682.38	5504.16	3557.95	4440.79	6074.16	8114.84	5408.08	5901.39	6488.58
SMS	131273	130808	141522	126908	120757	137995	133909	139573	131833	110768	129478	120147
SMTN	8917.94	9936.66	11610.8	15825.1	15834.4	10735.5	11406.8	10427.2	15373.9	13497.8	14825.1	13406.6
SMU1	113177	121922	111543	105387	117386	112298	102390	115676	101427	100699	102960	99385.8
SMURF2	15792.1	12701.6	11335.6	9899.86	12680.4	12714.5	14156.6	12725.2	11427.7	12365.9	12175.2	13662.2
SMYD2	20196.4	20928.1	23302.2	20261	16583.8	17929.1	23733.9	18710.4	24442.4	24646.4	23987.4	22314.1
SMYD3	6622.64	7600.05	9486.68	7968.26	7105.58	7534.91	10071.5	6992.24	8251.21	6629.32	11722.7	10404.6
SMYD5	17950.4	18237.5	20518.3	26442.8	22661.1	18492.8	18726.3	19362.6	20217.9	21064.8	20431.6	19590.4
SNAP23	28409.4	25190	25652.8	28746.6	32454.1	29611.4	22801.2	29016.5	22916	23691.9	28289.7	16924.3
SNAP29	44135.6	43786.2	48830.4	47775.7	41968.2	33084.6	52255.5	37214	71716	70024.7	57220.3	61551.6
SNAPC1	5735.93	3972	4493.22	5056.83	6606.35	4432.67	6823.73	5196.85	7431.78	7973.82	9360.59	7471.48
SNAPC4		3578.53		7119.59	5501.96				6774.72	9314.65	8765.31	7546.18
SNAPC5	5593.95	5009.83	5073.77	6471.11	5874.98	5335.15	6336.93	6026.92	4402.45	2194.16	6425.58	5986.52
SNAPIN	5087.79	5784.56	5464	5256.27	6095.05	8021.26	5240.44	7859.88	4289.54	3983.04	4780.29	3220.42
SNCG	40079.1	48640.4	46010.5	58721	60176.7	51542	50652	47432.3	48768.4	38375.9	52820.4	33148.1
SND1	265474	266785	269819	256166	242484	259201	279495	266895	256076	248524	253250	241840
SNF8	19918	19463.8	17459.9	13693.5	14562.6	20829.4	18575.4	17579.3	20870.2	15892.8	15892.5	17184
SNIP1	19521.9	23621.2	21829.5	26949.7	21536.8	25112.1	26488.6	23453.7	25023.8	21059.9	22060.2	19421
SNRNP200	142703	142922	141600	162884	174177	148124	155537	146543	165939	169407	183628	176635
SNRNP27	54089.9	38521.4	35476.8	55715.5	49590.7	84974.8	36563.7	56178.9	27486.7	23035.7	31760.3	21864.4
SNRNP40	78941.4	84073.2	88899.3	91861.7	83401.1	86116.9	81689	78631.4	86083.4	76249.8	88678	74720.3
SNRNP70	151715	135941	153006	137697	119699	131160	151966	144699	142616	138685	130408	143705
SNRPA	129770	127390	153329	126201	137329	107998	99212.4	92306	96431.3	126774	94013.4	133280
SNRPA1	88576	79957.2	72539.2	78824.7	79111.2	87971.7	73370.7	71626.1	59977.8	68794.7	73643.5	68076.3
SNRPB2	80888.8	98785.9	81774.8	94948.7	115205	92973.1	80294.4	83230.3	82392.4	83431	80280.8	68397.4
SNRPC	248077	254848	225661	254503	233097	248918	271181	247390	288210	276347	237952	228258
SNRPD1	106504	92874.3	91400.1	79275.3	89139.7	81834.8	114522	88645.5	71015.5	82341.6	93874.8	122850
SNRPD2	323537	403638	448682	406901	433458	424632	448117	509137	397706	256285	480010	499212
SNRPD3	815577	801883	938014	807754	781976	883794	888254	818719	927920	870855	881680	934769
SNRPE	22440.2	20009.8	14086.9	17307.3	22024.5	21927.7	20939.1	19828.5	17306.8	12566.2	14096.6	8969.21
SNRPF	271213	242101	213729	151572	204708	234145	275206	308062	249234	273842	375367	304822
SNTB2	7834	9453.16	6852.6	8158.67	9169.17	5451.32	7398.81	4510.38	3813.63	6379.57	7171.98	6879.11
SNU13	278654	313098	270019	305645	316116	326620	243032	286756	184614	178033	296266	229386
SNUPN	8136.07	10965.5	10791.1	10144.2	8915.7	11616.6	7940.13	9520.52	5780.32	7808.11	6727.09	6195.87
SNW1	94328.5	92184.3	87120.7	86663.2	87156	85516.7	90832.4	87630.8	82541.1	84812.6	91502.6	80311.6
SNX1	41457.9	45796.1	39944.7	51737.7	49709.8	50748.7	45948.7	52626	42440.6	46563.5	47299.7	36241.1
SNX12	26190.9	24918.6	26456.5	26257.6	26066.8	26208.2	24111.1	28293.4	25252	25363	26133	24429.3
SNX14	2615.24	2081.11	2402.39	2044.6		4437.32	1670.83	2764.84	1461.77	2507.74	2406.97	3079.22
SNX17	9472.49	10012.3	11328.7	24701	24191.5	16517.6	15175.9	13679.1	24061.9	24378.3	27125	20750.5
SNX18	12762.8	11489	13395.7	12704.2	11054.1	9593.97	11785.4	11822.7	14060	11690.9	13674.1	13263.6
SNX19	19930.9	18887	19476.3	29669.6	25333.8	19995.3	22105.5	14111.5	18954.7	22231.7	23959.7	24984.1
SNX2	61985.1	72072.8	67933.5	63961.7	62324.3	62703.4	60830.6	70180.6	52977.3	49113.8	57247.4	51190
SNX24	1646.82		1403.53	1052.49	1245.01	1661.5	1461.24	2127.32	2686.82	2478.89	1990.85	690.3
SNX25	7479.17	4676.98	7998.15	3802.68	4801.33	3569.46	5419.06	5159.5	5486.95	5056.03	4797.22	7188.05
SNX27	30763.5	28179	30367.6	22578.4	22707	26055	30632.6	24498.9	26320.4	24289.6	25329	32786.1
SNX3	72336.5	68403.6	71160	76917.5	68845.9	77377.7	65081.7	75372.6	75535.6	62812.1	74849.7	72279.4
SNX4	21762.2	20771.5	27636.3	21194.4	16358.3	19752.5	26549.4	21514.2	25922.9	28031.8	22795.9	34664.7
SNX5	41225.8	39882.2	41272.7	48127.4	51658.1	40145.1	46411.1	44107	60794.5	58082.9	59310.9	61629.4
SNX6	72194.7	80093.2	73574.8	69265.8	66336.2	80507.9	71251.5	84968.2	81447.1	74933.7	75781.9	71785
SNX8	29074.4	33883.8	27902.3	31028.1	28373.9	33704.2	24575.9	30063.3	23327.1	20577.6	25733.3	27632.7
SNX9	201331	187950	186267	162343	147331	177072	167048	188955	149515	144705	171502	129463
SOAT1	60672.9	61145.3	54139.5	40964.6	53460.7	49599.3	48070.2	58141.8	51850.7	50640.2	46924.4	53469.5
SOCS6	6176.44	6888.24	8252.29	6109.62	9135.91	8374.95	9407.32	9549.29	11476.1	11149	9778.44	12260.8
SOD1	891325	906504	948282	845756	918609	922871	943696	929437	828097	877083	961343	852918
SOD2	67481	73261.6	64845.3	63473.3	77544.9	72923.4	60032.8	75361.9	62962.8	58594.7	53589.6	52539.5
SOGA1	9385.86	9454.18	9232.96	8603.59	8509.11	9030.42	10654.1	9477.02	12306.1	11171.6	10549.5	12023.6
SON	5653.22	6195.22	6065.25	42364.4	41596.8	8789.39	7127.2	8390.77	37008.1	39000.4	39875.1	29758.8
SORBS1	49680.5	52982	57752	49197.2	37925.4	47427.9	45365.8	43491.9	58396.4	58426.9	52356.5	43853.8
SORBS3	9450.46	12582.2	9499.47	13739.6	19533.7	9686.12	6048.25	6979.56	17797	10802.9	10179	9267.06
SORD	217825	204660	216693	199716	207420	209900	211266	220371	196313	194665	212871	184627
SORL1	4189.25	4970.12	3689.14	5982.53	5526.6	6265.41	4152.89	6103.44	4436.8	4623.95	6560.7	2853.54
SOS1	2109.11	2077.87	3066.3	1223.68	1879.29	2543.12	2739.94	2346.66	2673.98	2680	1748.06	1883.05
SOWAHC	10227.1	7878.18	10592.9	8805.51	5577.48	4589.73	10310.4	10292.6	10608.2	11836.8	9876.19	11808.1
SOX9	14349.1	12781.4	16433.7	11157.3	10948.2	8718.85	15397.9	11024.2	17928.8	17133	13436.6	19107.8
SP1	34726.7	37761.1	35599	34443.3	40663.5	36341	32719	36286.7	30239.2	26644.6	32303.5	25370.2
SP100	8855.18	7338.54	8976.06	9389.04	6313.73	8027.58	10405.5	9393.63	7682.84	10668.2	8948.26	10230.6
SP110	7068.28	7425.69	6245.15	8385.09	5609.88	6280.08	6985.81	6267.84	8484.5	8951.51	7555.6	7672.69
SP2	9580.54	8652.03	8128.72	11207.2	10982.5	11409.4	6740.52	10366.7	6570.33	8182.51	7814.44	6655.11
SP3	24470.4	18541.2	21463.6	21200.6	22615.9	21365.2	23115.3	23887.3	19014.3	20284.3	20151.6	22620.6
SP6	4762.41	3125.77	2302.95	3906.86	4289.09	3073.8	3757.43	3456.99	3136.6		2313.11	
SPAG1	17831	17306.9	17106.8	16675.3	14570.1	16305.2	18278.1	15774.3	14884.9	17736.3	19004.4	18376.6
SPAG5	16562.5	17415.7	16355.2	36701.5	34539.7	15037	18160.9	17166.6	47553.9	45532.8	45197.5	46313.7
SPAG7	9367.76	7265.93	9573.07	15999.9	16535.5	11003.9	8734.85	10321.2	20854.6	22155.8	24942	15125.6
SPAG9	64369.7	64864.7	69122.2	64260.7	67050.1	60710.9	67560.3	64802.6	59603.1	53238.6	58636.7	56430.1
SPAST	12713	14062.6	11322.7	12529.2	15338.3	15481.6	9259.06	12273.4	10616.6	12113.4	14364.7	10347.2
SPATA13	10251.8	12166.8	14735.1	11899.1	10508.2	10528.5		11000.1	10402.3		12221.1	14522.6
SPATA5	115985	110489	121885	112203	113653	119743	121229	124891	114594	113090	123040	113399
SPATA5L1	11563.1	10355	10648.3	11839.8	11183.5	10930.7	11408.5	10027	9925.21	9709.65	7395.91	7072.35
SPATS2	75795.7	65846.6	67987.5	80832.8	74750.7	74382.6	78393.7	84704.2	81896.8	75495.1	86856.2	72412
SPATS2L	55259	54706	52256.7	49454.9	49436.9	51020.2	52245	48279.6	51601.9	46077.7	47887.2	49747.4
SPC24	35239.9	33795.7	38077.1	37256.8	31025.5	30784.9	37511	32643.7	47944	48735.3	45290.4	45036.4
SPC25	23017.5	23018.7	26091.9	29542.3	26377.2	20993.8	22621.3	28681.7	31852.6	30033.3	34376.1	26790.9
SPCS1	27861.6	26864.1	29868	24281	27905.1	30454.9	21722.9	17762.5	21521.1	25965.8	26159.8	28181.8
SPCS2	46514.6	38020.4	37571.1	33181	37305	33376.5	28408.2	32290.6	28954.1	33087.9	32138.7	28790.1
SPCS3	17659.9	9282.88	10052.5	10781.1	26694.5	24481.6	6886.34	13745.7	11976.3	6569.63	9785.73	4721.06
SPECC1	16380.2	17834.8	15074.6	15915	16375.1	14649.6	15948.9	14670.1	15993.8	15026.4	14526.6	15097.6
SPECC1L	30202.3	26447	26640.5	25487.9	26934.1	26632.5	35496.2	28046.4	31168.4	30846.4	32529.2	32822.1
SPEF2				310.904								
SPEN	17824.5	18446.6	18972.5	19539.5	18332.6	15820.7	18951.9	17593.3	21157.8	21928.4	21838.9	21121.6
SPG21	18619.8	10201.1	16128.4	16461	18698.5	23137.5	18178.4	23706	11687.5	12445	21961.3	9278.99
SPG7	4491.55	4047.72	7233.11	5489.23	7913.87	3225.67	6414.28	5492.19	5039.77	6146.06	4258.35	7131.56
SPIN1	13220.9	14479	14121.2	13082	10571.1	15875.8	12376.1	15381.6	13976	12717.8	10684.3	7926.68
SPINDOC	8651.48	5996.21	7256.91	6380.72	5372.63	6577.99	6344.56	6435.48	7702.19	7694.08	7171.7	7276.59
SPINT1	4579.49	3499.77	3618.25	6294.1	3712.07	4682.07	4170.59	6351.58	4681.31	3854.11	4858.94	5657.27
SPINT2	15783.5	19911.1	15077.2	12608.7	16456.5	14679.9	11994.7	10980.6	12726.9	9809.39	15241.1	12939.2
SPOP	3804.85	3938.58	7658.25	4766.38			6594.71	4526.47	6049.3	6175.12	4211.98	5949
SPOUT1	26571.5	29634.3	27436.6	36265.1	42182.5	29207.8	27596.1	22284.2	37954.6	30432.8	39028.7	27009.6
SPPL2A	34813.7	29186	33389.6	24276	31724.2	26368.1	26822.3	28847.6	33727	31553.1	38024.4	24925.3
SPPL2B	1460.43		2288.07	3968.5	2544.7	1354.08	1657.48	1546.96	4791.47	4478.91	4945.55	4654.42
SPR	80520.3	83040.4	80795.3	91951.4	77544.2	84068.7	68879	75802.6	59289.2	69053.3	68069.3	62819.7
SPRY4	13318.9	14961.6	13411.8	14677.2	11378.2	11612.4	11797.4	13048.9	11566.3	10856.2	11960.2	13151.1
SPRYD4					3087.18			2418.81				1879.57
SPRYD7	54909.7	54439.3	49160	48829.4	42546.3	44751.1	51144.7	44791.1	47163.9	55382.5	46658.2	57753.6
SPTAN1	360800	368039	367647	364059	369884	357850	380975	374157	376333	365374	382485	382404
SPTBN1	109874	109009	103969	105586	114354	103953	107312	105760	95363.4	97015.8	98922.9	97566.4
SPTLC1	58227.5	56685.8	56881	52112.4	48084.6	58911	59916.2	57720.2	50066.8	55075	58990.8	50767.7
SPTLC2	26398.7	27985	27428.3	29175	27690.9	40701.4	24382.5	29450.5	14813	18274.3	26147.3	21721.9
SPTY2D1	9834.04	8208.89	7985.81	8318.9	9448.75	9430.18	5614.24	7926.05	11229.6	11333.5	7920.81	7116.7
SQLE	44411.6	45335.6	48640.6	29120.7	25150.8	34095.5	32350.8	30041.9	17582.9	12197.3	21013.5	13324.1
SQOR	23411.1	25505.1	26892	28473.8	29276	23830.9	25136.7	28570.6	24771.5	25412	24300.7	21674.1
SQSTM1	264292	273390	257282	241191	238303	169795	213065	210946	174751	151500	198500	172281
SRA1	12156.8	14002.2	12875.5	18571.6	20736.3	16085.1	13917.8	14375.4	15206.6	13996.9	10163.3	10466.4
SRBD1	26426	21545.9	27106.7	21876.9	20598.4	25825.3	27705.9	23501.4	27215.6	26234.4	25859.9	27785.1
SRC	4519.22	4653.44	3739.02	6978.05	6723.88	5492.35	4699.99	4321.54	6419.31	5558.7	5750.14	5881.88
SRCAP	11389.1	10308	12901.8	11153.8	9191.76	10331	9708.58	9384.91	5817.09	5722.94	12233.5	6316.77
SREK1	30454.6	27126	23218.2	26161.5	24977.8	30602.7	33378.5	31131.2	33412.7	37546.2	40933.6	36512.8
SREK1IP1	16634.1	15090.6	16165.5	14048.4	16029	17138.6	16062	17490.4	15918.4	17922.5	16670.7	14593.8
SRF	6218.39	7018.66	7473.65	6183.04	4713.3	5946.3	7690.12	5370.37	7617.78	7820.99	6893.85	7491.56
SRFBP1	13978	10462.2	15467.8	14939.4	13712.6	16345.2	17130.2	18829.5	13529.2	18686.2	15030	15205.5
SRGAP1	5188.91	4974.74	2762.86	5263.17	4783.12	5332.15	4258.73	4505.55	5892.5	4050.47	4912.2	5254.25
SRGAP2	4770.14	5200.77	4962.17	5173.38	4411.68	3934.6	5684.1	5583.42	5644.49	4717.43	5713.01	5581.24
SRI	80067.5	66631.6	53123.4	68280.2	76679.5	81909.4	61924.2	64372.3	65393.6	74521.3	62406	47102.8
SRM	108523	121766	107506	127097	163603	124671	110537	132422	110244	94355.6	114950	87709.9
SRP14	211838	250146	208982	240445	262479	266806	238277	254194	229013	237356	227535	202921
SRP19	57902.6	62769.5	60929.8	60408.4	57105.1	56877.6	51862.7	59411	45552.2	41315.1	52852	37009.2
SRP54	117278	115552	103907	107383	98167	115251	107778	121166	97032.3	91114.5	105470	91853
SRP68	112941	112306	123261	100831	103163	105927	119972	102339	115693	108870	110023	115662
SRP72	284579	303313	308973	297787	302499	276063	287776	311051	278137	249800	275920	231221
SRP9	363621	339972	331855	323280	341828	330098	382310	382368	314500	340054	351845	382365
SRPK1	84638.6	66788.6	84060	70478.5	60031	79131.5	88290.5	84398.4	91810.9	94834.1	78166.8	93145.4
SRPK2	8915.25	11534.7	10178.9	9411.43	11240	10007.6	10097.5	10770.2	5783.31	7877.6	8449.83	10140.6
SRPRA	51182.7	49967.8	49401.3	58952.3	61506.3	66086.7	54776.9	56783.7	59952.1	65670.5	57274.9	53328.2
SRPRB	122187	139502	112438	116118	126086	127060	106633	129001	103944	106940	82508.8	90214.4
SRR	7238.15	7856.21	9228.38	5379.61	5569.82	8217.23	8010.41	8323.31	7185.38	7154.02	6934.58	7887.54
SRRM1	203566	199224	211971	196559	206133	188337	217197	195541	235485	265377	246079	230548
SRRM2	156195	142747	135556	135493	128479	646753	665330	666524	578079	602512	593039	146477
SRRT	156602	144924	169147	153151	128602	185005	144719	188468	146317	151015	129533	131760
SRSF1	315194	336946	291278	338310	383844	315217	222722	295102	246931	240976	243353	210693
SRSF10	42867.5	37291.5	46313.8	44950	40753.8	47240.5	41258.3	36662.3	58921.2	45701.3	43724	39382
SRSF11	64801.2	85716.7	70483.6	94069	106475	79080.7	53462.6	74444.3	77670.7	68801.8	61097.8	67276.9
SRSF2	148589	134774	138490	153369	164990	131502	125710	132283	120006	121779	144540	78247
SRSF3	299207	270771	255665	308519	330841	327497	304309	295609	323589	277751	295451	258198
SRSF4	84975.7	104035	96378.4	96681.9	99477.4	93141.2	139774	91628.9	120543	145103	130177	125022
SRSF5	161835	143984	141446	167410	168838	188875	166136	186391	166074	134561	171068	135064
SRSF6	222820	249251	240349	221638	188311	210019	246484	221799	284913	301673	291640	305754
SRSF7	77482	80797.5	77850.3	83687.7	77467.4	73423	78045.7	91927.1	82323.9	82976	72622.8	94138
SRSF8	9012.05	8589.63	6993.06	8325.11	10815.5	9867.25	8939.86	11493.9	10573.2	5778.04	8785.21	8691.75
SRSF9	179657	179314	161957	148114	140881	169019	168146	169422	136812	158169	164633	138901
SRXN1	34438.9	34446.7	32777.8	37401.7	36445.5	39519.7	27310	33874.7	29311.1	20881.9	23204.8	21656.9
SS18	5424.68	5411.08	4563.79	6652.52	6315.11	7211.07	5778.33	4926.65	3019.97	3104.19	4461.91	4071.14
SSB	360987	346889	360310	339422	348705	334921	377455	372225	367286	360215	389304	372154
SSBP1	134986	148611	123698	129955	183416	141156	115465	123261	107530	75361.3	105424	85398
SSBP3	2953.02	4320.12	5907.75	6228.19		6680.98	3755.95	3192.19	10865.8	11220.6	8613.56	8217.05
SSBP4			2129.61	2349.85					3935.94			
SSH1	4670.39	7084.37	6781.93	5092.72	4791.44	5863.57	5573.81	5899.15	3368.08	3028.79	3509.71	2705.08
SSNA1	18213.3	21774.3	14781.4	32883.6	31633.5	19201.9	16836.4	19071.2	33418.8	29143.1	25858	21858.8
SSR3	42662.1	44697.4	49961.1	38899.7	37927.7	50819.5	48961.9	44514.9	50142.6	42842.9	45607	45535
SSR4	102952	122835	97406.9	103527	139849	140560	112964	97667.8	67730.5	103719	80974.4	98802.2
SSRP1	182410	180625	179558	180869	189476	186674	194312	191783	171245	196550	204748	177543
SSU72	78954.5	88646.2	70451.5	78128	90766	83902.8	69228.5	82551.2	64123.8	56612.3	60101.2	56966.4
SSX2IP	12777.1	13721.1	13773.8	14518.8	13277.1	9743.06	14542.1	13479.1	16586.4	12511.8	16220.3	14119.2
SSX5	51822.9		77459			68482.4	100408	49594.1	47065.5	75673.2	77315.3	
ST14	25887.6	25111.5	15413.2	35514.9	32330.7	34365.9	21166.7	31476.4	18492.8	10933	19647.7	11166.9
STAG1	9015.71	11195	10449.8	10639.1	10399.4	11127.7	10590	10314.4	9038.33	9221.45	9703.51	8331.29
STAG2	25354.6	25367.1	24214.2	21769.2	23996.8	24096.3	24609.8	28131.8	21256.4	23693.6	23838.8	26231.4
STAM	34669.1	39560.6	32671.2	39492.7	62518.2	48337.8	36691.3	35068.6	44994.2	26901	40409.5	28084.4
STAM2	21325.9	18260.1	18442.2	22154.7	22972.5	20680	19978.2	17987.8	19966.4	20164.6	23516.3	19248
STAMBP	33628.8	35209.6	50588.7	39624.8	38633.7	33955.1	45896.2	31683.3	56283.1	53720.1	47612.5	48534.9
STAMBPL1	9330.58	10506.5	9254.5	6853.48	5974.96	7887.71	8104.4	9091.83	10958.5	8919.63	4560.92	10424.1
STARD7	9473.51	9435.7	11422.1	10615.1	9137.67	13388.8	15639.7	11711.2	18465.7	15566.1	11684.7	13363.4
STAT1	49895.4	47807.9	50036	43413.4	49574.7	47292.6	47071.8	47080.3	41959.5	40129.5	42979.8	46938.1
STAT2	5860.77	5558.96	3585.56	6870.54	5911.55	3836.62	3551.21	4845.74	6837.75	9888.99	9835.75	6241.62
STAT3	17878.2	16570	18657.2	19546.1	14487.1	18980.5	21617.1	19572.8	26501.4	25084.7	25082.7	20834
STAU1	90005.6	87780.7	85730.7	90183.8	99766.8	93998.3	84973.3	93235.9	82470.3	73891.3	80454	70227.3
STAU2	12042.8	15295.6	13217.8	13451.6	13640.4	13182.2	11797.1	13436.3	13092.7	11976.2	12860.1	11297
STC2	26958.2	30907.3	22998.8	14625.9	14697.7	17244.8	18916.8	19032	11010.3	12943	13368.4	13723.6
STEAP1	39659.1	39521.7	25546.5	28620.8	33443.2	33706.9	28692.8	32846.2	22523.8	22317.1	21156.3	16977.2
STEAP3	3122.7	2731.64	1588.06	1869.28	1385.35			1918.43		1005.45		
STEEP1	13199.8	21405.6	20779.5	20845.5	15557.8	24505.7	17926.5	16274.1	14145.4	14123.1	17060	14382.4
STIM1	34108.8	36969.3	34553.4	34335	36347.5	36532.4	36717.5	35203.9	37846.7	34588.2	34574.1	32120.8
STIM2	8654.94	9332	10615.9	11196.7	8983.83	8369.06	7821.65	8683.78	6805.22	9794.29	8587.74	10427.1
STIP1	909404	1.04191e+06	940063	967379	895510	948700	972598	948377	953021	941834	986274	867255
STK10	28126.4	32504.2	28567.9	31285.6	26254.5	24961.5	28024.9	28117.6	28219.7	25156	29359.5	29010.5
STK11	2986.96	3561.98	3079.73	4526.07	3568.9	1919.57	1629.46		6135.69	3728.43	4061.28	3827.56
STK11IP	4967.04	4005.25	3784.28	8907.93	10385.2	6041.02	4012.76	6225.42	7926.53	9060.25	9139.76	5894.82
STK16	2726.34	2020.7	3049.06	2956.13	2049.24	1634.64	2483.51	1393.41	3323.42	3646.98	2945.95	4177.9
